ID,Presence,Unconfirmed [1],Training data,No. gen. tested,Calc. for no. gen. tested,Community tested,Host,samples collected to look for Pk [1] or opportunistic [2] or previously confirmed Pk [3],Year,Country,Country_id,Site_name,Subnational_area,Geometry_type,Latitude,Longitude,Admin_level,Gaul_code,Polygon_code,Centroid Latitude,Centroid Longitude,EndNote ID,Primary source,Secondary source,,,
275,1,0,1,4,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,SULTANAH FATIMAH SPECIAL IST HOSPITAL (MUAR) DISTRICT,Johor State,polygon,,,Admin2,37342,,2.18784,102.72461,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
276,1,0,1,4,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,HAJJAH KALTHOM HOSPITAL (KLUANG) DISTRICT,Johor State,polygon,,,Admin2,37339,,2.06695,103.38786,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
277,1,0,1,2,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,TUANKU NUR ZAHIRAH HOSPITAL (KUALA TERENGGANU) STATE,Terengganu State,polygon,,,Admin1,1904,,4.92760,102.95340,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
278,1,0,1,2,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,BESUT HOSPITAL DISTRICT,Terengganu State,polygon,,,Admin2,37463,,5.59570,102.52127,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
279,1,0,1,10,actual,confirmed malaria cases,human,1,2013,Malaysia,MYS,TUANKU JAAFAR HOSPITAL (SEREMBAN) STATE,Negeri Sembilan State,polygon,,,Admin1,1896,,2.77725,102.20760,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
281,1,0,1,129,divided pool,confirmed malaria cases,human,1,2008,Malaysia,MYS,Sarikei Division,Sarawak State,polygon,,,para_ras1,,15,2.01081,111.66674,1106,"Ahmed AM, Pinheiro MM, Divis PC, Siner A, Zainudin R, et al. (2014) Disease progression in Plasmodium knowlesi malaria Is linked to variation in invasion gene family members. PLoS Neglected Tropical Diseases 8: e3086-e3086.",,,,
282,1,0,1,129,divided pool,confirmed malaria cases,human,1,2009,Malaysia,MYS,Sarikei Division,Sarawak State,polygon,,,para_ras1,,15,2.01081,111.66674,1106,"Ahmed AM, Pinheiro MM, Divis PC, Siner A, Zainudin R, et al. (2014) Disease progression in Plasmodium knowlesi malaria Is linked to variation in invasion gene family members. PLoS Neglected Tropical Diseases 8: e3086-e3086.",,,,
283,1,0,1,129,divided pool,confirmed malaria cases,human,1,2010,Malaysia,MYS,Sarikei Division,Sarawak State,polygon,,,para_ras1,,15,2.01081,111.66674,1106,"Ahmed AM, Pinheiro MM, Divis PC, Siner A, Zainudin R, et al. (2014) Disease progression in Plasmodium knowlesi malaria Is linked to variation in invasion gene family members. PLoS Neglected Tropical Diseases 8: e3086-e3086.",,,,
297,1,0,1,1,actual,case report,human,2,2012,Brunei,BRN,Brunei,Brunei,polygon,,,Admin0,40,,4.52029,114.74779,985,"Ramaswami A, Pisharam JK, Aung H, Ghazala K, Maboud K, et al. (2013) Co-incidental Plasmodium knowlesi and Mucormycosis infections presenting with acute kidney injury and lower gastrointestinal bleeding. American Journal of Case Reports 14: 103-105.",,,,
298,1,0,0,,,faecal samples,monkey,1,2012,Vietnam,VNM,forests of Khanh Phu Commune,Khanh Hoa Province,point,12.20596,108.93575,,,,,,1014,"Huffman MA, Satou M, Kawai S, Maeno Y, Kawamoto Y, et al. (2013) New perspectives on the transmission of malaria between macaques and humans: The case of Vietnam. Folia Primatologica 84: 288-289.",,,,
299,1,0,0,,,palm oil plantation workers,human,1,2011,Indonesia,IDN,Central Kalimantan,Central Kalimantan,polygon,-1.60194,113.41560,Admin1,1013667,,-1.60194,113.41560,1006,"Hadi MS, Sumedi DP (2013) Malaria Baru Dari Primata. Jakarta: Pusat Komunikasi Publik Setjen Kementerian Kesehatan Ri. 1-2 p.",,,,
300,1,0,1,47,divided pool,confirmed malaria cases,human,1,2009,Malaysia,MYS,Beluran District,Sabah State,polygon,,,para_ras1,,10,5.80589,117.47874,896,"Goh XT, Al Lim Y, Vythilingam I, Chew CH, Lee PC, et al. (2013) Increased detection of Plasmodium knowlesi in Sandakan division, Sabah as revealed by PlasmoNex (TM). Malar J 12: 28.",,,,
301,1,0,1,47,divided pool,confirmed malaria cases,human,1,2009,Malaysia,MYS,Kinabatangan District,Sabah State,polygon,,,Admin2,37407,,5.24658,117.53796,896,"Goh XT, Al Lim Y, Vythilingam I, Chew CH, Lee PC, et al. (2013) Increased detection of Plasmodium knowlesi in Sandakan division, Sabah as revealed by PlasmoNex (TM). Malar J 12: 28.",,,,
302,1,0,1,47,divided pool,confirmed malaria cases,human,1,2009,Malaysia,MYS,Sandakan District,Sabah State,polygon,,,Admin2,37420,,5.76204,117.99860,896,"Goh XT, Al Lim Y, Vythilingam I, Chew CH, Lee PC, et al. (2013) Increased detection of Plasmodium knowlesi in Sandakan division, Sabah as revealed by PlasmoNex (TM). Malar J 12: 28.",,,,
303,1,0,1,47,divided pool,confirmed malaria cases,human,1,2009,Malaysia,MYS,Tongod District,Sabah State,polygon,,,para_ras1,,34,5.11880,117.05566,896,"Goh XT, Al Lim Y, Vythilingam I, Chew CH, Lee PC, et al. (2013) Increased detection of Plasmodium knowlesi in Sandakan division, Sabah as revealed by PlasmoNex (TM). Malar J 12: 28.",,,,
304,1,0,1,1,actual,case report,human,2,2012,Malaysia,MYS,Perak State,Perak State,polygon,,,Admin1,1898,,4.77603,101.10926,997,"Fan L, Lee SY, Koay E, Harkensee C (2013) Plasmodium knowlesi infection: a diagnostic challenge. BMJ case reports 2013.",,,,
305,1,0,0,1,actual,case report traveller,human,2,2012,Thailand,THA,Ranong Province,Ranong Province,polygon,9.96786,98.70054,Admin1,2900,,9.96786,98.70054,986,"Ehrhardt J, Trein A, Kremsner PG, Frank M (2013) Plasmodium knowlesi and HIV co-infection in a German traveller to Thailand. Malar J 12.",,,,
308,1,0,1,1,actual,case report traveller,human,2,2006,Brunei,BRN,Brunei,Brunei,polygon,,,Admin0,40,,4.52029,114.74779,984,"Anonymous (2013) Imported malaria cases and deaths, United Kingdom: 1993 - 2012. Public Health England.",,,,
309,1,0,1,148,divided pool,confirmed malaria cases,human,1,2009,Malaysia,MYS,Kudat Division,Sabah State,polygon,,,para_ras1,,33,6.66561,116.94411,799,"Barber BE, William T, Dhararaj P, Anderios F, Grigg MJ, et al. (2012) Epidemiology of Plasmodium knowlesi malaria in north-east Sabah, Malaysia: family clusters and wide age distribution. Malar J 11: 401.",,,,
310,1,0,1,148,divided pool,confirmed malaria cases,human,1,2010,Malaysia,MYS,Kudat Division,Sabah State,polygon,,,para_ras1,,33,6.66561,116.94411,799,"Barber BE, William T, Dhararaj P, Anderios F, Grigg MJ, et al. (2012) Epidemiology of Plasmodium knowlesi malaria in north-east Sabah, Malaysia: family clusters and wide age distribution. Malar J 11: 401.",,,,
311,1,0,1,148,divided pool,confirmed malaria cases,human,1,2011,Malaysia,MYS,Kudat Division,Sabah State,polygon,,,para_ras1,,33,6.66561,116.94411,799,"Barber BE, William T, Dhararaj P, Anderios F, Grigg MJ, et al. (2012) Epidemiology of Plasmodium knowlesi malaria in north-east Sabah, Malaysia: family clusters and wide age distribution. Malar J 11: 401.",,,,
312,1,0,1,,,knowlesi confirmed previously,human,3,2011,Malaysia,MYS,Ranau District,Sabah State,polygon,,,Admin2,37419,,5.86567,116.74471,431,"Anderios F, Naing DKS, Lin Z, Emran NA (2012) Single nucleotide polymorphism of SSU rRNA gene among Plasmodium Knowlesi isolates of Sabah. International Journal of Collaborative Research on Internal Medicine and Public Health 4: 1007-1016.",,,,
313,1,0,1,,,knowlesi confirmed previously,human,3,2011,Malaysia,MYS,Kinbatagan District,Sabah State,polygon,,,Admin2,37407,,5.24658,117.53796,431,"Anderios F, Naing DKS, Lin Z, Emran NA (2012) Single nucleotide polymorphism of SSU rRNA gene among Plasmodium Knowlesi isolates of Sabah. International Journal of Collaborative Research on Internal Medicine and Public Health 4: 1007-1016.",,,,
314,1,0,1,,,knowlesi confirmed previously,human,3,2011,Malaysia,MYS,Keningau District,Sabah State,polygon,,,Admin2,37406,,5.26453,116.27259,431,"Anderios F, Naing DKS, Lin Z, Emran NA (2012) Single nucleotide polymorphism of SSU rRNA gene among Plasmodium Knowlesi isolates of Sabah. International Journal of Collaborative Research on Internal Medicine and Public Health 4: 1007-1016.",,,,
315,1,0,1,,,knowlesi confirmed previously,human,3,2011,Malaysia,MYS,Kudat District,Sabah State,polygon,,,Admin2,37412,,7.01309,116.92670,431,"Anderios F, Naing DKS, Lin Z, Emran NA (2012) Single nucleotide polymorphism of SSU rRNA gene among Plasmodium Knowlesi isolates of Sabah. International Journal of Collaborative Research on Internal Medicine and Public Health 4: 1007-1016.",,,,
316,1,0,1,,,knowlesi confirmed previously,human,3,2011,Malaysia,MYS,Tenom District,Sabah State,polygon,,,Admin2,37425,,4.87915,115.95192,431,"Anderios F, Naing DKS, Lin Z, Emran NA (2012) Single nucleotide polymorphism of SSU rRNA gene among Plasmodium Knowlesi isolates of Sabah. International Journal of Collaborative Research on Internal Medicine and Public Health 4: 1007-1016.",,,,
317,1,0,1,8,divided pool,case series,human,2,2002,Brunei,BRN,Temburong District,Brunei,polygon,,,Admin1,700,,4.60197,115.17230,1167,"WHO Regional Office for the Western Pacific (2011) Informal consultation on the public health importance of Plasmodium knowlesi. Manila, Philippines: World Health Organization. 36 p.",,,,
318,1,0,1,8,divided pool,case series,human,2,2007,Brunei,BRN,Temburong District,Brunei,polygon,,,Admin1,700,,4.60197,115.17230,1167,"WHO Regional Office for the Western Pacific (2011) Informal consultation on the public health importance of Plasmodium knowlesi. Manila, Philippines: World Health Organization. 36 p.",,,,
319,1,0,1,8,divided pool,case series,human,2,2002,Brunei,BRN,Tutong District,Brunei,polygon,,,Admin1,701,,4.62977,114.71470,1167,"WHO Regional Office for the Western Pacific (2011) Informal consultation on the public health importance of Plasmodium knowlesi. Manila, Philippines: World Health Organization. 36 p.",,,,
320,1,0,1,8,divided pool,case series,human,2,2007,Brunei,BRN,Tutong District,Brunei,polygon,,,Admin1,701,,4.62977,114.71470,1167,"WHO Regional Office for the Western Pacific (2011) Informal consultation on the public health importance of Plasmodium knowlesi. Manila, Philippines: World Health Organization. 36 p.",,,,
321,1,0,1,8,divided pool,case series,human,2,2002,Brunei,BRN,Belait District,Brunei,polygon,,,Admin1,698,,4.36776,114.54080,1167,"WHO Regional Office for the Western Pacific (2011) Informal consultation on the public health importance of Plasmodium knowlesi. Manila, Philippines: World Health Organization. 36 p.",,,,
322,1,0,1,8,divided pool,case series,human,2,2007,Brunei,BRN,Belait District,Brunei,polygon,,,Admin1,698,,4.36776,114.54080,1167,"WHO Regional Office for the Western Pacific (2011) Informal consultation on the public health importance of Plasmodium knowlesi. Manila, Philippines: World Health Organization. 36 p.",,,,
323,1,0,0,125,divided pool,confirmed malaria cases,human,1,2002,Indonesia,IDN,South Kalimantan,South Kalimantan,polygon,-3.00060,115.43548,Admin1,1013685,,-3.00060,115.43548,1167,"WHO Regional Office for the Western Pacific (2011) Informal consultation on the public health importance of Plasmodium knowlesi. Manila, Philippines: World Health Organization. 36 p.",,,,
324,1,0,0,125,divided pool,confirmed malaria cases,human,1,2007,Indonesia,IDN,Central Kalimantan,Central Kalimantan,polygon,-1.60194,113.41560,Admin1,1013667,,-1.60194,113.41560,1167,"WHO Regional Office for the Western Pacific (2011) Informal consultation on the public health importance of Plasmodium knowlesi. Manila, Philippines: World Health Organization. 36 p.",,,,
333,1,0,1,,,knowlesi confirmed previously,human,3,2006,Malaysia,MYS,Kapit Hospital catchment,Sarawak State,polygon,,,Admin2,37435,,1.85242,113.53115,155,"Daneshvar C, Davis TM, Cox-Singh J, Rafa'ee MZ, Zakaria SK, et al. (2010) Clinical and parasitological response to oral chloroquine and primaquine in uncomplicated human Plasmodium knowlesi infections. Malar J 9: 238.",,,,
334,1,0,1,,,knowlesi confirmed previously,human,3,2007,Malaysia,MYS,Kapit Hospital catchment,Sarawak State,polygon,,,Admin2,37435,,1.85242,113.53115,155,"Daneshvar C, Davis TM, Cox-Singh J, Rafa'ee MZ, Zakaria SK, et al. (2010) Clinical and parasitological response to oral chloroquine and primaquine in uncomplicated human Plasmodium knowlesi infections. Malar J 9: 238.",,,,
338,1,0,0,1,actual,case report traveller,human,2,2005,Philippines,PHI,Palawan Island,Palawan Island,polygon,9.97069,118.75152,Admin2,24233,,9.97069,118.75152,978,"Kuo MC, T.T. C, C.W. C, Tsai FW, Ji DD (2009) A case report of simian malaria, Plasmodium knowlesi, in a Taiwanese traveller from Palawan island, the Philippines. Taiwan Epidemiology Bulletin 25: 167-178.",,,,
339,1,0,1,69,divided pool,confirmed malariae by microscopy cases,human,1,2000,Malaysia,MYS,Kapit Division,Sarawak State,polygon,,,para_ras1,,9,2.16453,113.82188,120,"Singh B, Sung LK, Matusop A, Radhakrishnan A, Shamsul SSG, et al. (2004) A large focus of naturally acquired Plasmodium knowlesi infections in human beings. The Lancet 363: 1017-1024.",,,,
340,1,0,1,69,divided pool,confirmed malariae by microscopy cases,human,1,2001,Malaysia,MYS,Kapit Division,Sarawak State,polygon,,,para_ras1,,9,2.16453,113.82188,120,"Singh B, Sung LK, Matusop A, Radhakrishnan A, Shamsul SSG, et al. (2004) A large focus of naturally acquired Plasmodium knowlesi infections in human beings. The Lancet 363: 1017-1024.",,,,
341,1,0,1,69,divided pool,confirmed malariae by microscopy cases,human,1,2002,Malaysia,MYS,Kapit Division,Sarawak State,polygon,,,,,9,2.16453,113.82188,120,"Singh B, Sung LK, Matusop A, Radhakrishnan A, Shamsul SSG, et al. (2004) A large focus of naturally acquired Plasmodium knowlesi infections in human beings. The Lancet 363: 1017-1024.",,,,
346,1,0,1,207,actual,confirmed malaria cases,human,1,2012,Malaysia,MYS,Sabah State,Sabah State,polygon,,,Admin1,1901,,5.35040,117.12725,1219,"Lee PC, Chong ETJ, Anderios F, Lim YAL, Chew CH, et al. (2015) Molecular detection of human Plasmodium species in Sabah using PlasmoNex (TM) multiplex PCR and hydrolysis probes real-time PCR. Malaria Journal 14.",,,,
347,1,0,0,75,actual,confirmed malaria cases in non-Pk study,human,2,2012,Laos,LAO,Attapeu,,polygon,14.66667,107.00000,Admin1,1753,,14.66667,107.00000,,"Manske M, Amato R, Kwiatkowski D (2015) personal communication",,,,
349,1,0,0,76,actual,confirmed malaria cases in non-Pk study,human,2,2011,Vietnam,VNM,Binh Phuoc,,polygon,11.75000,106.91667,Admin1,1012427,,11.75000,106.91667,,"Manske M, Amato R, Kwiatkowski D (2015) personal communication",,,,
351,1,0,0,3,actual,confirmed malaria cases in non-Pk study,human,2,2001,Thailand,THA,Mae_Sot,,polygon,16.72154,98.71074,Admin2,27105,,16.72154,98.71074,,"Manske M, Amato R, Kwiatkowski D (2015) personal communication",,,,
352,1,0,0,4,actual,confirmed malaria cases in non-Pk study,human,2,2002,Thailand,THA,Mae_Sot,,polygon,16.72154,98.71074,Admin2,27105,,16.72154,98.71074,,"Manske M, Amato R, Kwiatkowski D (2015) personal communication",,,,
353,1,0,0,16,actual,confirmed malaria cases in non-Pk study,human,2,2003,Thailand,THA,Mae_Sot,,polygon,16.72154,98.71074,Admin2,27105,,16.72154,98.71074,,"Manske M, Amato R, Kwiatkowski D (2015) personal communication",,,,
354,1,0,0,9,actual,confirmed malaria cases in non-Pk study,human,2,2004,Thailand,THA,Mae_Sot,,polygon,16.72154,98.71074,Admin2,27105,,16.72154,98.71074,,"Manske M, Amato R, Kwiatkowski D (2015) personal communication",,,,
355,1,0,0,17,actual,confirmed malaria cases in non-Pk study,human,2,2005,Thailand,THA,Mae_Sot,,polygon,16.72154,98.71074,Admin2,27105,,16.72154,98.71074,,"Manske M, Amato R, Kwiatkowski D (2015) personal communication",,,,
359,1,0,0,93,actual,confirmed malaria cases in non-Pk study,human,2,2011,Thailand,THA,Mae_Sot,,polygon,16.72154,98.71074,Admin2,27105,,16.72154,98.71074,,"Manske M, Amato R, Kwiatkowski D (2015) personal communication",,,,
363,1,0,0,88,actual,confirmed malaria cases in non-Pk study,human,2,2011,Cambodia,KHM,Pailin,,polygon,12.86667,102.60000,Admin1,805,,12.86667,102.60000,,"Manske M, Amato R, Kwiatkowski D (2015) personal communication",,,,
365,1,0,0,104,actual,confirmed malaria cases in non-Pk study,human,2,2011,Cambodia,KHM,Preah_Vihear,,polygon,13.75000,105.00000,Admin1,807,,13.75000,105.00000,,"Manske M, Amato R, Kwiatkowski D (2015) personal communication",,,,
367,1,0,0,35,actual,confirmed malaria cases in non-Pk study,human,2,2007,Cambodia,KHM,Pursat,,polygon,12.33333,103.66667,Admin1,809,,12.33333,103.66667,,"Manske M, Amato R, Kwiatkowski D (2015) personal communication",,,,
374,1,0,0,108,actual,confirmed malaria cases in non-Pk study,human,2,2010,Cambodia,KHM,Ratanakiri,,polygon,13.83333,107.11667,Admin1,810,,13.83333,107.11667,,"Manske M, Amato R, Kwiatkowski D (2015) personal communication",,,,
376,1,0,0,15,actual,confirmed malaria cases in non-Pk study,human,2,2011,Thailand,THA,Sisakhet,,polygon,14.88232,104.34712,Admin1,2911,,14.88232,104.34712,,"Manske M, Amato R, Kwiatkowski D (2015) personal communication",,,,
379,1,0,0,,,knowlesi confirmed previously,human,3,2013,Thailand,THA,Khao Kitchakut National Park,Chantaburi Province,point,12.84973,102.16971,,,,,,1245,"Nakaviroj S, Kobasa T, Teeranaipong P, Putaporntip C, Jongwutiwes S (2015) An autochthonous case of severe Plasmodium knowlesi malaria in Thailand. American Journal of Tropical Medicine and Hygiene 92: 569-572.",,,,
383,1,0,1,,,knowlesi confirmed previously,human,3,2013,Malaysia,MYS,Kapit Division,Sarawak State,polygon,,,para_ras1,,9,2.16453,113.82188,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
384,1,0,1,,,knowlesi confirmed previously,human,3,2013,Malaysia,MYS,Betong District,Sarawak State,polygon,,,Admin2,37429,,1.53384,111.48801,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
385,1,0,1,,,knowlesi confirmed previously,human,3,2013,Malaysia,MYS,Kanowit District,Sarawak State,polygon,,,Admin2,37434,,1.96736,112.25189,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
386,1,0,1,,,knowlesi confirmed previously,human,3,2013,Malaysia,MYS,Sarikei Division,Sarawak State,polygon,,,para_ras1,,15,2.01081,111.66674,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
387,1,0,1,,,knowlesi confirmed previously,human,3,2013,Malaysia,MYS,Miri Division,Sarawak State,polygon,,,para_ras1,,17,3.62024,114.62576,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
388,1,0,1,,,knowlesi confirmed previously,human,3,2013,Malaysia,MYS,Kudat Division,Sabah State,polygon,,,para_ras1,,33,6.66561,116.94411,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
389,1,0,1,,,knowlesi confirmed previously,human,3,2013,Malaysia,MYS,Ranau District,Sabah State,polygon,,,Admin2,37419,,5.86567,116.74471,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
390,1,0,1,,,knowlesi confirmed previously,human,3,2013,Malaysia,MYS,Tenom District,Sabah State,polygon,,,Admin2,37425,,4.87915,115.95192,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
391,1,0,1,,,knowlesi confirmed previously,human,3,2013,Malaysia,MYS,Kelantan State,Kelantan State,polygon,,,Admin1,1893,,5.28089,102.02882,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
392,1,0,1,,,knowlesi confirmed previously,human,3,2013,Malaysia,MYS,Pahang State,Pahang State,polygon,,,Admin1,1897,,3.73185,102.54949,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
393,1,0,1,,,knowlesi confirmed previously,monkey,3,2005,Malaysia,MYS,nr Kapit Waterboard,Sabah State,point,2.01681,112.935622,,,,,,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
394,1,0,1,,,knowlesi confirmed previously,monkey,3,2007,Malaysia,MYS,Rumah Braoh,Sabah State,point,1.949732,113.031066,,,,,,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
395,1,0,1,,,knowlesi confirmed previously,monkey,3,2007,Malaysia,MYS,Sungai Seranau,Sabah State,point,2.016126,112.94781,,,,,,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
396,1,0,1,,,knowlesi confirmed previously,monkey,3,2007,Malaysia,MYS,Sungai Mujong,Sabah State,point,2.024789,113.172944,,,,,,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
397,1,0,1,,,knowlesi confirmed previously,monkey,3,2007,Malaysia,MYS,Sungai Sebabi,Sabah State,point,2.159968,113.25826,,,,,,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
398,1,0,1,,,knowlesi confirmed previously,monkey,3,2008,Malaysia,MYS,Jalan Sungai Sut,Sabah State,point,1.956595,112.934936,,,,,,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
399,1,0,1,,,knowlesi confirmed previously,monkey,3,2008,Malaysia,MYS,Rumah Belikau,Sabah State,point,1.934635,112.972701,,,,,,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
400,1,0,1,,,knowlesi confirmed previously,monkey,3,2008,Malaysia,MYS,Sungai Antaroh,Sabah State,point,1.956252,112.998279,,,,,,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
401,1,0,1,,,knowlesi confirmed previously,monkey,3,2006,Malaysia,MYS,Sungai Sut,Sabah State,point,1.94287,112.989867,,,,,,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
402,1,0,1,,,knowlesi confirmed previously,monkey,3,2008,Malaysia,MYS,Rumah Untang,Sabah State,point,1.971521,112.834342,,,,,,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
403,1,0,1,,,knowlesi confirmed previously,monkey,3,2008,Malaysia,MYS,Sungai Setapang,Sabah State,point,1.964144,112.831081,,,,,,1280,"Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,,
405,1,0,1,70,actual,monkeys,monkey,1,2014,Malaysia,MYS,Hulu Selangor district,Selangor State,polygon,,,Admin2,37455,,3.55981,101.58121,1328,"Akter R, Vythilingam I, Khaw LT, Qvist R, Lim YA-L, et al. (2015) Simian malaria in wild macaques: first report from Hulu Selangor district, Selangor, Malaysia. Malaria Journal 14: 386.",,,,
406,1,0,1,15,divided pool,mosquitoes with sporozoites or oocysts,mosquito,1,2014,Malaysia,MYS,Timbang Dayang,Sabah State,point,7.14667,117.1,,,,,,1324,"Wong M, Chua T, Leong C, Khaw LT, Fornace K, et al. (2015) Seasonal and spatial dynamics of the primary vector of Plasmodium knowlesi within a major transmission focus in Sabah, Malaysia. PLoS Neglected Tropical Diseases 9: e0004135.",,,,
407,1,0,1,15,divided pool,mosquitoes with sporozoites or oocysts,mosquito,1,2014,Malaysia,MYS,Limbauk Laut,Sabah State,point,7.217017,117.062359,,,,,,1324,"Wong M, Chua T, Leong C, Khaw LT, Fornace K, et al. (2015) Seasonal and spatial dynamics of the primary vector of Plasmodium knowlesi within a major transmission focus in Sabah, Malaysia. PLoS Neglected Tropical Diseases 9: e0004135.",,,,
408,1,0,1,15,divided pool,mosquitoes with sporozoites or oocysts,mosquito,1,2014,Malaysia,MYS,Kampung Paradason,Sabah State,point,6.7742,116.7576,,,,,,1324,"Wong M, Chua T, Leong C, Khaw LT, Fornace K, et al. (2015) Seasonal and spatial dynamics of the primary vector of Plasmodium knowlesi within a major transmission focus in Sabah, Malaysia. PLoS Neglected Tropical Diseases 9: e0004135.",,,,
409,1,0,0,53,actual,mosquitoes with sporozoites,mosquito,1,2013,Vietnam,VNM,"forest site, Khanh Phu commune",Khanh Hoa Province,point,12.20596,108.93575,,,,,,1298,"Maeno Y, Nguyen Tuyen Q, Culleton R, Kawai S, Masuda G, et al. (2015) Humans frequently exposed to a range of non-human primate malaria parasite species through the bites of Anopheles dirus mosquitoes in South-central Vietnam. Parasites & Vectors 8: 376.",,,,
