ID,Start_month,Start_year,End_month,End_year,Host,Host class 1,Host class 2,N_prevalence,No_Positive,Prevalence,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Site_name_2,Latitude_2,Longitude_2,Coordinate_source_2,Site_name_3,Latitude_3,Longitude_3,Coordinate_source_3,Site_name_4,Latitude_4,Longitude_4,Coordinate_source_4,Site_name_5,Latitude_5,Longitude_5,Coordinate_source_5,Site_name_6,Latitude_6,Longitude_6,Coordinate_source_6,Site_name_7,Latitude_7,Longitude_7,Coordinate_source_7,Site_name_8,Latitude_8,Longitude_8,Coordinate_source_8,Admin2_1,Admin1_1,Admin0,Publication_year,Source_1,Source_2
114,3,2007,8,2011,Cerdocyon thous,wild mammal (excluding rodents/bats/primates),alternative host,8,4,0.5,Positive in two independent serological tests,Brazil,polygon,Serra da Canastra National Park (SCNP) and surroundings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,2013,"Rocha, F. L. et al. Trypanosoma cruzi TcI and TcII transmission among wild carnivores, small mammals and dogs in a conservation unit and surrounding areas, Brazil. Parasitology 140, 160-170 (2013).",
115,3,2007,8,2011,Lycalopex vetulus,wild mammal (excluding rodents/bats/primates),alternative host,10,0,0,Positive in two independent serological tests,Brazil,polygon,Serra da Canastra National Park (SCNP) and surroundings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,2013,"Rocha, F. L. et al. Trypanosoma cruzi TcI and TcII transmission among wild carnivores, small mammals and dogs in a conservation unit and surrounding areas, Brazil. Parasitology 140, 160-170 (2013).",
116,3,2007,8,2011,Leopardus pardalis,wild mammal (excluding rodents/bats/primates),alternative host,1,1,1,Positive in two independent serological tests,Brazil,polygon,Serra da Canastra National Park (SCNP) and surroundings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,2013,"Rocha, F. L. et al. Trypanosoma cruzi TcI and TcII transmission among wild carnivores, small mammals and dogs in a conservation unit and surrounding areas, Brazil. Parasitology 140, 160-170 (2013).",
117,3,2007,8,2011,Conepatus semistriatus,wild mammal (excluding rodents/bats/primates),alternative host,2,0,0,Positive in two independent serological tests,Brazil,polygon,Serra da Canastra National Park (SCNP) and surroundings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,2013,"Rocha, F. L. et al. Trypanosoma cruzi TcI and TcII transmission among wild carnivores, small mammals and dogs in a conservation unit and surrounding areas, Brazil. Parasitology 140, 160-170 (2013).",
118,5,2010,8,2011,Akodon montensis,rodent,alternative host,27,1,0.037037037,Positive in two independent serological tests,Brazil,polygon,Serra da Canastra National Park (SCNP) and surroundings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,2013,"Rocha, F. L. et al. Trypanosoma cruzi TcI and TcII transmission among wild carnivores, small mammals and dogs in a conservation unit and surrounding areas, Brazil. Parasitology 140, 160-170 (2013).",
119,5,2010,8,2011,Akodon spp.,rodent,alternative host,13,1,0.076923077,Positive in two independent serological tests,Brazil,polygon,Serra da Canastra National Park (SCNP) and surroundings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,2013,"Rocha, F. L. et al. Trypanosoma cruzi TcI and TcII transmission among wild carnivores, small mammals and dogs in a conservation unit and surrounding areas, Brazil. Parasitology 140, 160-170 (2013).",
120,5,2010,8,2011,Calomys spp.,rodent,alternative host,14,3,0.214285714,Positive in two independent serological tests,Brazil,polygon,Serra da Canastra National Park (SCNP) and surroundings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,2013,"Rocha, F. L. et al. Trypanosoma cruzi TcI and TcII transmission among wild carnivores, small mammals and dogs in a conservation unit and surrounding areas, Brazil. Parasitology 140, 160-170 (2013).",
121,5,2010,8,2011,Cerradomys subflavus,rodent,alternative host,15,4,0.266666667,Positive in two independent serological tests,Brazil,polygon,Serra da Canastra National Park (SCNP) and surroundings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,2013,"Rocha, F. L. et al. Trypanosoma cruzi TcI and TcII transmission among wild carnivores, small mammals and dogs in a conservation unit and surrounding areas, Brazil. Parasitology 140, 160-170 (2013).",
122,5,2010,8,2011,Necromys lasiurus,rodent,alternative host,28,0,0,Positive in two independent serological tests,Brazil,polygon,Serra da Canastra National Park (SCNP) and surroundings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,2013,"Rocha, F. L. et al. Trypanosoma cruzi TcI and TcII transmission among wild carnivores, small mammals and dogs in a conservation unit and surrounding areas, Brazil. Parasitology 140, 160-170 (2013).",
123,5,2010,8,2011,Nectomys squamipes,rodent,alternative host,3,0,0,Positive in two independent serological tests,Brazil,polygon,Serra da Canastra National Park (SCNP) and surroundings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,2013,"Rocha, F. L. et al. Trypanosoma cruzi TcI and TcII transmission among wild carnivores, small mammals and dogs in a conservation unit and surrounding areas, Brazil. Parasitology 140, 160-170 (2013).",
124,5,2010,8,2011,Oligoryzomys spp.,rodent,alternative host,4,0,0,Positive in two independent serological tests,Brazil,polygon,Serra da Canastra National Park (SCNP) and surroundings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,2013,"Rocha, F. L. et al. Trypanosoma cruzi TcI and TcII transmission among wild carnivores, small mammals and dogs in a conservation unit and surrounding areas, Brazil. Parasitology 140, 160-170 (2013).",
125,5,2010,8,2011,Oxymycterus delator,rodent,alternative host,8,1,0.125,Positive in two independent serological tests,Brazil,polygon,Serra da Canastra National Park (SCNP) and surroundings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,2013,"Rocha, F. L. et al. Trypanosoma cruzi TcI and TcII transmission among wild carnivores, small mammals and dogs in a conservation unit and surrounding areas, Brazil. Parasitology 140, 160-170 (2013).",
126,5,2010,8,2011,Caluromys philander,marsupial,alternative host,1,1,1,Positive in two independent serological tests,Brazil,polygon,Serra da Canastra National Park (SCNP) and surroundings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,2013,"Rocha, F. L. et al. Trypanosoma cruzi TcI and TcII transmission among wild carnivores, small mammals and dogs in a conservation unit and surrounding areas, Brazil. Parasitology 140, 160-170 (2013).",
127,5,2010,8,2011,Didelphis albiventris,marsupial,alternative host,4,0,0,Positive in two independent serological tests,Brazil,polygon,Serra da Canastra National Park (SCNP) and surroundings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,2013,"Rocha, F. L. et al. Trypanosoma cruzi TcI and TcII transmission among wild carnivores, small mammals and dogs in a conservation unit and surrounding areas, Brazil. Parasitology 140, 160-170 (2013).",
128,5,2010,8,2011,Gracilinanus agilis,marsupial,alternative host,4,0,0,Positive in two independent serological tests,Brazil,polygon,Serra da Canastra National Park (SCNP) and surroundings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,2013,"Rocha, F. L. et al. Trypanosoma cruzi TcI and TcII transmission among wild carnivores, small mammals and dogs in a conservation unit and surrounding areas, Brazil. Parasitology 140, 160-170 (2013).",
129,5,2010,8,2011,Lutreolina crassicaudata,marsupial,alternative host,1,0,0,Positive in two independent serological tests,Brazil,polygon,Serra da Canastra National Park (SCNP) and surroundings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,2013,"Rocha, F. L. et al. Trypanosoma cruzi TcI and TcII transmission among wild carnivores, small mammals and dogs in a conservation unit and surrounding areas, Brazil. Parasitology 140, 160-170 (2013).",
130,5,2010,8,2011,Marmosops incanus,marsupial,alternative host,5,3,0.6,Positive in two independent serological tests,Brazil,polygon,Serra da Canastra National Park (SCNP) and surroundings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,2013,"Rocha, F. L. et al. Trypanosoma cruzi TcI and TcII transmission among wild carnivores, small mammals and dogs in a conservation unit and surrounding areas, Brazil. Parasitology 140, 160-170 (2013).",
131,5,2010,8,2011,Monodelphis spp.,marsupial,alternative host,5,2,0.4,Positive in two independent serological tests,Brazil,polygon,Serra da Canastra National Park (SCNP) and surroundings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,2013,"Rocha, F. L. et al. Trypanosoma cruzi TcI and TcII transmission among wild carnivores, small mammals and dogs in a conservation unit and surrounding areas, Brazil. Parasitology 140, 160-170 (2013).",
149,7,2008,5,2010,Neotoma micropus,rodent,alternative host,104,23,0.221153846,Positive in genetic test,United States of America,points,Uvalde county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31431,,,2013,"Charles, R. A., Kjos, S., Ellis, A. E., Barnes, J. C. & Yabsley, M. J. Southern plains woodrats (Neotoma micropus) from southern Texas are important reservoirs of two genotypes of Trypanosoma cruzi and host of a putative novel Trypanosoma species. Vector Borne Zoonotic Dis. 13, 22-30 (2013).",
150,7,2008,5,2010,Mus musculus,domestic mammals,alternative host,14,2,0.142857143,Positive in genetic test,United States of America,points,Uvalde county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31431,,,2013,"Charles, R. A., Kjos, S., Ellis, A. E., Barnes, J. C. & Yabsley, M. J. Southern plains woodrats (Neotoma micropus) from southern Texas are important reservoirs of two genotypes of Trypanosoma cruzi and host of a putative novel Trypanosoma species. Vector Borne Zoonotic Dis. 13, 22-30 (2013).",
151,7,2008,5,2010,Peromyscus laceianus,rodent,alternative host,8,0,0,Positive in genetic test,United States of America,points,Uvalde county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31431,,,2013,"Charles, R. A., Kjos, S., Ellis, A. E., Barnes, J. C. & Yabsley, M. J. Southern plains woodrats (Neotoma micropus) from southern Texas are important reservoirs of two genotypes of Trypanosoma cruzi and host of a putative novel Trypanosoma species. Vector Borne Zoonotic Dis. 13, 22-30 (2013).",
152,7,2008,5,2010,Peromyscus leucopus,rodent,alternative host,1,0,0,Positive in genetic test,United States of America,points,Uvalde county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31431,,,2013,"Charles, R. A., Kjos, S., Ellis, A. E., Barnes, J. C. & Yabsley, M. J. Southern plains woodrats (Neotoma micropus) from southern Texas are important reservoirs of two genotypes of Trypanosoma cruzi and host of a putative novel Trypanosoma species. Vector Borne Zoonotic Dis. 13, 22-30 (2013).",
153,7,2008,5,2010,Sigmodon hispidus,rodent,alternative host,2,1,0.5,Positive in genetic test,United States of America,points,Uvalde county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31431,,,2013,"Charles, R. A., Kjos, S., Ellis, A. E., Barnes, J. C. & Yabsley, M. J. Southern plains woodrats (Neotoma micropus) from southern Texas are important reservoirs of two genotypes of Trypanosoma cruzi and host of a putative novel Trypanosoma species. Vector Borne Zoonotic Dis. 13, 22-30 (2013).",
154,7,2008,5,2010,Rattus rattus,rodent,alternative host,1,1,1,Positive in genetic test,United States of America,points,Uvalde county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31431,,,2013,"Charles, R. A., Kjos, S., Ellis, A. E., Barnes, J. C. & Yabsley, M. J. Southern plains woodrats (Neotoma micropus) from southern Texas are important reservoirs of two genotypes of Trypanosoma cruzi and host of a putative novel Trypanosoma species. Vector Borne Zoonotic Dis. 13, 22-30 (2013).",
155,7,2008,5,2010,Ictidomys mexicanus,rodent,alternative host,1,0,0,Positive in genetic test,United States of America,points,Uvalde county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31431,,,2013,"Charles, R. A., Kjos, S., Ellis, A. E., Barnes, J. C. & Yabsley, M. J. Southern plains woodrats (Neotoma micropus) from southern Texas are important reservoirs of two genotypes of Trypanosoma cruzi and host of a putative novel Trypanosoma species. Vector Borne Zoonotic Dis. 13, 22-30 (2013).",
156,7,2008,5,2010,Otospermophilus variegatus,rodent,alternative host,1,1,1,Positive in genetic test,United States of America,points,Uvalde county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31431,,,2013,"Charles, R. A., Kjos, S., Ellis, A. E., Barnes, J. C. & Yabsley, M. J. Southern plains woodrats (Neotoma micropus) from southern Texas are important reservoirs of two genotypes of Trypanosoma cruzi and host of a putative novel Trypanosoma species. Vector Borne Zoonotic Dis. 13, 22-30 (2013).",
157,7,2008,5,2010,Procyon lotor,wild mammal (excluding rodents/bats/primates),alternative host,20,11,0.55,Positive in genetic test,United States of America,points,Uvalde county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31431,,,2013,"Charles, R. A., Kjos, S., Ellis, A. E., Barnes, J. C. & Yabsley, M. J. Southern plains woodrats (Neotoma micropus) from southern Texas are important reservoirs of two genotypes of Trypanosoma cruzi and host of a putative novel Trypanosoma species. Vector Borne Zoonotic Dis. 13, 22-30 (2013).",
158,7,2008,5,2010,Mephitis mephitis,wild mammal (excluding rodents/bats/primates),alternative host,4,3,0.75,Positive in genetic test,United States of America,points,Uvalde county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31431,,,2013,"Charles, R. A., Kjos, S., Ellis, A. E., Barnes, J. C. & Yabsley, M. J. Southern plains woodrats (Neotoma micropus) from southern Texas are important reservoirs of two genotypes of Trypanosoma cruzi and host of a putative novel Trypanosoma species. Vector Borne Zoonotic Dis. 13, 22-30 (2013).",
179,,,,,Canis familiaris,domestic mammals,alternative host,408,10,0.024509804,Positive in genetic test,Brazil,polygon,Aracatuba municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11010,,,2012,"Viol, M. A. et al. Detection of cross infections by Leishmania spp. and Trypanosoma spp. in dogs using indirect immunoenzyme assay, indirect fluorescent antibody test and polymerase chain reaction. Parasitol. Res. 111, 1607-1613 (2012).",
180,8,2008,8,2008,Didelphis albiventris,marsupial,alternative host,11,3,0.272727273,Positive in genetic test,Argentina,polygon,Pampa del Indio municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540,,,2012,"Alvarado-Otegui, J. A. et al. The sylvatic transmission cycle of Trypanosoma cruzi in a rural area in the humid Chaco of Argentina. Acta Tropica 124, 79-86 (2012).",
181,8,2008,8,2008,Dasypus novemcinctus,wild mammal (excluding rodents/bats/primates),alternative host,9,6,0.666666667,Positive in genetic test,Argentina,polygon,Pampa del Indio municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540,,,2012,"Alvarado-Otegui, J. A. et al. The sylvatic transmission cycle of Trypanosoma cruzi in a rural area in the humid Chaco of Argentina. Acta Tropica 124, 79-86 (2012).",
182,8,2008,8,2008,Chaetophractus villosus,wild mammal (excluding rodents/bats/primates),alternative host,1,0,0,Positive in genetic test,Argentina,polygon,Pampa del Indio municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540,,,2012,"Alvarado-Otegui, J. A. et al. The sylvatic transmission cycle of Trypanosoma cruzi in a rural area in the humid Chaco of Argentina. Acta Tropica 124, 79-86 (2012).",
183,8,2008,8,2008,Chaetophractus vellerosus,wild mammal (excluding rodents/bats/primates),alternative host,2,0,0,Positive in genetic test,Argentina,polygon,Pampa del Indio municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540,,,2012,"Alvarado-Otegui, J. A. et al. The sylvatic transmission cycle of Trypanosoma cruzi in a rural area in the humid Chaco of Argentina. Acta Tropica 124, 79-86 (2012).",
184,8,2008,8,2008,Tolypeutes matacus,wild mammal (excluding rodents/bats/primates),alternative host,2,0,0,Positive in genetic test,Argentina,polygon,Pampa del Indio municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540,,,2012,"Alvarado-Otegui, J. A. et al. The sylvatic transmission cycle of Trypanosoma cruzi in a rural area in the humid Chaco of Argentina. Acta Tropica 124, 79-86 (2012).",
185,8,2008,8,2008,Oncifelis geoffroyi,wild mammal (excluding rodents/bats/primates),alternative host,2,0,0,Positive in genetic test,Argentina,polygon,Pampa del Indio municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540,,,2012,"Alvarado-Otegui, J. A. et al. The sylvatic transmission cycle of Trypanosoma cruzi in a rural area in the humid Chaco of Argentina. Acta Tropica 124, 79-86 (2012).",
186,8,2008,8,2008,Procyon cancrivorus,wild mammal (excluding rodents/bats/primates),alternative host,2,0,0,Positive in genetic test,Argentina,polygon,Pampa del Indio municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540,,,2012,"Alvarado-Otegui, J. A. et al. The sylvatic transmission cycle of Trypanosoma cruzi in a rural area in the humid Chaco of Argentina. Acta Tropica 124, 79-86 (2012).",
187,8,2008,8,2008,Sylvilagus brasiliensis,wild mammal (excluding rodents/bats/primates),alternative host,1,0,0,Positive in genetic test,Argentina,polygon,Pampa del Indio municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540,,,2012,"Alvarado-Otegui, J. A. et al. The sylvatic transmission cycle of Trypanosoma cruzi in a rural area in the humid Chaco of Argentina. Acta Tropica 124, 79-86 (2012).",
188,8,2008,8,2008,Galea musteloides,rodent,alternative host,1,0,0,Positive in genetic test,Argentina,polygon,Pampa del Indio municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540,,,2012,"Alvarado-Otegui, J. A. et al. The sylvatic transmission cycle of Trypanosoma cruzi in a rural area in the humid Chaco of Argentina. Acta Tropica 124, 79-86 (2012).",
189,8,2008,8,2008,Oligoryzomys chacoensis,rodent,alternative host,6,0,0,Positive in genetic test,Argentina,polygon,Pampa del Indio municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540,,,2012,"Alvarado-Otegui, J. A. et al. The sylvatic transmission cycle of Trypanosoma cruzi in a rural area in the humid Chaco of Argentina. Acta Tropica 124, 79-86 (2012).",
190,8,2008,8,2008,Oligoryzomys flavescens,rodent,alternative host,4,0,0,Positive in genetic test,Argentina,polygon,Pampa del Indio municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540,,,2012,"Alvarado-Otegui, J. A. et al. The sylvatic transmission cycle of Trypanosoma cruzi in a rural area in the humid Chaco of Argentina. Acta Tropica 124, 79-86 (2012).",
191,8,2008,8,2008,Calomys callosus,rodent,alternative host,1,0,0,Positive in genetic test,Argentina,polygon,Pampa del Indio municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540,,,2012,"Alvarado-Otegui, J. A. et al. The sylvatic transmission cycle of Trypanosoma cruzi in a rural area in the humid Chaco of Argentina. Acta Tropica 124, 79-86 (2012).",
192,8,2008,8,2008,Akodon toba,rodent,alternative host,1,0,0,Positive in genetic test,Argentina,polygon,Pampa del Indio municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540,,,2012,"Alvarado-Otegui, J. A. et al. The sylvatic transmission cycle of Trypanosoma cruzi in a rural area in the humid Chaco of Argentina. Acta Tropica 124, 79-86 (2012).",
193,8,2008,8,2008,Graomys centralis,rodent,alternative host,1,0,0,Positive in genetic test,Argentina,polygon,Pampa del Indio municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540,,,2012,"Alvarado-Otegui, J. A. et al. The sylvatic transmission cycle of Trypanosoma cruzi in a rural area in the humid Chaco of Argentina. Acta Tropica 124, 79-86 (2012).",
200,9,2005,10,2005,Liomys irroratus,rodent,alternative host,40,3,0.075,Positive in genetic test,Mexico,point,Site C,18.73023,-98.76675,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Ramsey, J. M. et al. Ecological connectivity of Trypanosoma cruzi reservoirs and Triatoma pallidipennis hosts in an anthropogenic landscape with endemic Chagas disease. PLoS One 7 (2012).",
