ID,Start_month,Start_year,End_month,End_year,Host,Host class 1,Host class 2,N_prevalence,No_Positive,Prevalence,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Site_name_2,Latitude_2,Longitude_2,Coordinate_source_2,Site_name_3,Latitude_3,Longitude_3,Coordinate_source_3,Site_name_4,Latitude_4,Longitude_4,Coordinate_source_4,Site_name_5,Latitude_5,Longitude_5,Coordinate_source_5,Site_name_6,Latitude_6,Longitude_6,Coordinate_source_6,Admin2_1,Admin2_2,Admin2_3,Admin2_4,Admin2_5,Admin1_1,Admin1_2,Admin1_3,Public_year,Source_1,Source_2
269,4,2009,11,2009,Triatoma infestans,Triatoma,vector,23,21,0.913043478,Positive in genetic test,Bolivia,point,Site 3,-16.71192,-67.99036,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
270,4,2009,11,2009,Triatoma infestans,Triatoma,vector,6,5,0.833333333,Positive in genetic test,Bolivia,point,Site 4,-16.71564,-67.87044,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
271,4,2009,11,2009,Triatoma infestans,Triatoma,vector,11,9,0.818181818,Positive in genetic test,Bolivia,point,Site 5,-16.71975,-67.87403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
272,4,2009,11,2009,Triatoma infestans,Triatoma,vector,19,19,1,Positive in genetic test,Bolivia,point,Site 6,-16.81431,-67.70508,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
273,4,2009,11,2009,Triatoma infestans,Triatoma,vector,19,19,1,Positive in genetic test,Bolivia,point,Site 7,-16.82869,-67.70472,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
274,4,2009,11,2009,Triatoma infestans,Triatoma,vector,13,13,1,Positive in genetic test,Bolivia,point,Site 8,-16.88672,-67.71197,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
275,4,2009,11,2009,Triatoma infestans,Triatoma,vector,18,16,0.888888889,Positive in genetic test,Bolivia,point,Site 9,-16.93022,-67.69247,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
276,4,2009,11,2009,Triatoma infestans,Triatoma,vector,47,43,0.914893617,Positive in genetic test,Bolivia,point,Site 10,-17.00836,-67.657,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
277,4,2009,11,2009,Triatoma infestans,Triatoma,vector,2,1,0.5,Positive in genetic test,Bolivia,point,Site 11,-17.03189,-67.67739,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
278,4,2009,11,2009,Triatoma infestans,Triatoma,vector,5,5,1,Positive in genetic test,Bolivia,point,Site 12,-17.06544,-67.66428,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
279,4,2009,11,2009,Triatoma infestans,Triatoma,vector,5,5,1,Positive in genetic test,Bolivia,point,Site 13,-17.06881,-67.65708,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
280,4,2009,11,2009,Triatoma infestans,Triatoma,vector,1,1,1,Positive in genetic test,Bolivia,point,Site 14,-17.07339,-67.64519,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
281,4,2009,11,2009,Triatoma infestans,Triatoma,vector,5,5,1,Positive in genetic test,Bolivia,point,Site 15,-17.07367,-67.63325,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
282,4,2009,11,2009,Triatoma infestans,Triatoma,vector,17,16,0.941176471,Positive in genetic test,Bolivia,point,Site 16,-17.07906,-67.6325,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
283,4,2009,11,2009,Triatoma infestans,Triatoma,vector,6,3,0.5,Positive in genetic test,Bolivia,point,Site 17,-17.12556,-67.59986,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
284,4,2009,11,2009,Triatoma infestans,Triatoma,vector,6,4,0.666666667,Positive in genetic test,Bolivia,point,Site 18,-17.13633,-67.58831,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
285,4,2009,11,2009,Triatoma infestans,Triatoma,vector,9,9,1,Positive in genetic test,Bolivia,point,Site 19,-17.71256,-66.49411,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
286,4,2009,11,2009,Triatoma infestans,Triatoma,vector,11,11,1,Positive in genetic test,Bolivia,point,Site 20,-17.42756,-66.25892,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
287,4,2009,11,2009,Triatoma infestans,Triatoma,vector,3,3,1,Positive in genetic test,Bolivia,point,Site 21,-17.46264,-66.31417,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
288,4,2009,11,2009,Triatoma infestans,Triatoma,vector,14,4,0.285714286,Positive in genetic test,Bolivia,point,Site 22,-17.47708,-66.13781,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
289,4,2009,11,2009,Triatoma infestans,Triatoma,vector,10,1,0.1,Positive in genetic test,Bolivia,point,Site 23,-17.98789,-65.83642,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
290,4,2009,11,2009,Triatoma infestans,Triatoma,vector,4,3,0.75,Positive in genetic test,Bolivia,point,Site 24,-18.01236,-65.80906,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
291,4,2009,11,2009,Triatoma infestans,Triatoma,vector,11,1,0.090909091,Positive in genetic test,Bolivia,point,Site 25,-18.03081,-65.78853,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
292,4,2009,11,2009,Triatoma infestans,Triatoma,vector,5,0,0,Positive in genetic test,Bolivia,point,Site 26,-18.10583,-65.75869,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
293,4,2009,11,2009,Triatoma infestans,Triatoma,vector,7,7,1,Positive in genetic test,Bolivia,point,Site 27,-21.62133,-65.81278,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
294,4,2009,11,2009,Triatoma infestans,Triatoma,vector,30,0,0,Positive in genetic test,Bolivia,point,Site 28,-21.7475,-65.82389,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
295,4,2009,11,2009,Triatoma infestans,Triatoma,vector,1,1,1,Positive in genetic test,Bolivia,point,Site 29,-18.59794,-65.12594,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
296,4,2009,11,2009,Triatoma infestans,Triatoma,vector,1,1,1,Positive in genetic test,Bolivia,point,Site 30,-19.92756,-63.90244,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
297,4,2009,11,2009,Triatoma infestans,Triatoma,vector,3,0,0,Positive in genetic test,Bolivia,point,Site 31,-19.35578,-62.5695,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
298,4,2009,11,2009,Triatoma infestans,Triatoma,vector,2,1,0.5,Positive in genetic test,Bolivia,point,Site 32,-20.18614,-63.02269,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
299,4,2009,11,2009,Triatoma infestans,Triatoma,vector,6,0,0,Positive in genetic test,Bolivia,point,Site 33,-20.25253,-62.97414,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
300,4,2009,11,2009,Triatoma infestans,Triatoma,vector,1,0,0,Positive in genetic test,Bolivia,point,Site 34,-21.15703,-63.37519,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
301,4,2009,11,2009,Triatoma infestans,Triatoma,vector,2,1,0.5,Positive in genetic test,Bolivia,point,Site 35,-21.37694,-63.35967,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
302,4,2009,11,2009,Triatoma infestans,Triatoma,vector,3,0,0,Positive in genetic test,Bolivia,point,Site 36,-21.84739,-63.24767,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Breniere, S. F. et al. Genetic characterization of Trypanosoma cruzi DTUs in wild Triatoma infestans from Bolivia: Predominance of TcI. PLoS. Negl. Trop. Dis. 6 (2012).",
305,6,2009,9,2009,Triatoma brasiliensis,Triatoma,vector,549,16,0.029143898,Direct examination,Brazil,polygon,Morada Nova,,,,,,,,,,,,,,,,,,,,,,,,7063,,,,,,,,2012,"Sarquis, O. et al. Eco-epidemiology of Chagas disease in northeastern Brazil: Triatoma brasiliensis, T. pseudomaculata and Rhodnius nasutus in the sylvatic, peridomestic and domestic environments. Parasitol. Res. 110, 1481-1485 (2012).",
306,6,2009,9,2009,Triatoma pseudomaculata,Triatoma,vector,57,0,0,Direct examination,Brazil,polygon,Morada Nova,,,,,,,,,,,,,,,,,,,,,,,,7063,,,,,,,,2012,"Sarquis, O. et al. Eco-epidemiology of Chagas disease in northeastern Brazil: Triatoma brasiliensis, T. pseudomaculata and Rhodnius nasutus in the sylvatic, peridomestic and domestic environments. Parasitol. Res. 110, 1481-1485 (2012).",
307,6,2009,9,2009,Rhodnius nasutus,Rhodnius,vector,64,9,0.140625,Direct examination,Brazil,polygon,Morada Nova,,,,,,,,,,,,,,,,,,,,,,,,7063,,,,,,,,2012,"Sarquis, O. et al. Eco-epidemiology of Chagas disease in northeastern Brazil: Triatoma brasiliensis, T. pseudomaculata and Rhodnius nasutus in the sylvatic, peridomestic and domestic environments. Parasitol. Res. 110, 1481-1485 (2012).",
317,,,,,Triatoma pseudomaculata,Triatoma,vector,49,34,0.693877551,Direct examination,Brazil,points,Dio,-4.843,-37.79127,Google Maps,Corrego das Melancias,-4.77222,-37.28444,GeoNames,Perimetro Irrigado,-6.487835,-37.1744,Google Maps,Caatinguinha,-4.833946,-37.780012,http://www.apontador.com.br/local/ce/jaguaruana/materiais_de_construcao/C40531681F400T400A/decel_construcoes.html#map_tab,,,,,,,,,7041,,,,,,,,2012,"Lima, M. M. et al. Investigation of Chagas disease in four periurban areas in northeastern Brazil: epidemiologic survey in man, vectors, non-human hosts and reservoirs. Trans. R. Soc. Trop. Med. Hyg. 106, 143-149 (2012).",
318,,,,,Rhodnius nasutus,Rhodnius,vector,162,38,0.234567901,Direct examination,Brazil,points,Dio,-4.843,-37.79127,Google Maps,Corrego das Melancias,-4.77222,-37.28444,GeoNames,Perimetro Irrigado,-6.487835,-37.1744,Google Maps,Caatinguinha,-4.833946,-37.780012,http://www.apontador.com.br/local/ce/jaguaruana/materiais_de_construcao/C40531681F400T400A/decel_construcoes.html#map_tab,,,,,,,,,7041,,,,,,,,2012,"Lima, M. M. et al. Investigation of Chagas disease in four periurban areas in northeastern Brazil: epidemiologic survey in man, vectors, non-human hosts and reservoirs. Trans. R. Soc. Trop. Med. Hyg. 106, 143-149 (2012).",
319,,,,,Triatoma brasiliensis,Triatoma,vector,2,1,0.5,Direct examination,Brazil,points,Dio,-4.843,-37.79127,Google Maps,Corrego das Melancias,-4.77222,-37.28444,GeoNames,Perimetro Irrigado,-6.487835,-37.1744,Google Maps,Caatinguinha,-4.833946,-37.780012,http://www.apontador.com.br/local/ce/jaguaruana/materiais_de_construcao/C40531681F400T400A/decel_construcoes.html#map_tab,,,,,,,,,7041,,,,,,,,2012,"Lima, M. M. et al. Investigation of Chagas disease in four periurban areas in northeastern Brazil: epidemiologic survey in man, vectors, non-human hosts and reservoirs. Trans. R. Soc. Trop. Med. Hyg. 106, 143-149 (2012).",
320,,,,,Panstrongylus lutzi,Panstrongylus,vector,1,1,1,Direct examination,Brazil,points,Dio,-4.843,-37.79127,Google Maps,Corrego das Melancias,-4.77222,-37.28444,GeoNames,Perimetro Irrigado,-6.487835,-37.1744,Google Maps,Caatinguinha,-4.833946,-37.780012,http://www.apontador.com.br/local/ce/jaguaruana/materiais_de_construcao/C40531681F400T400A/decel_construcoes.html#map_tab,,,,,,,,,7041,,,,,,,,2012,"Lima, M. M. et al. Investigation of Chagas disease in four periurban areas in northeastern Brazil: epidemiologic survey in man, vectors, non-human hosts and reservoirs. Trans. R. Soc. Trop. Med. Hyg. 106, 143-149 (2012).",
328,10,2009,11,2009,Triatoma infestans,Triatoma,vector,4,1,0.25,Positive in genetic test,Bolivia,point,GC02,-21.37694,-63.35967,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Waleckx, E. et al. New Discoveries of Sylvatic Triatoma infestans (Hemiptera: Reduviidae) Throughout the Bolivian Chaco. Am. J. Trop. Med. Hyg. 86, 455-458 (2012).",
329,10,2009,11,2009,Triatoma infestans,Triatoma,vector,8,0,0,Positive in genetic test,Bolivia,point,Y07,-20.25189,-62.96292,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Waleckx, E. et al. New Discoveries of Sylvatic Triatoma infestans (Hemiptera: Reduviidae) Throughout the Bolivian Chaco. Am. J. Trop. Med. Hyg. 86, 455-458 (2012).",
330,10,2009,11,2009,Triatoma infestans,Triatoma,vector,8,1,0.125,Positive in genetic test,Bolivia,point,Y08,-20.20064,-63.02261,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Waleckx, E. et al. New Discoveries of Sylvatic Triatoma infestans (Hemiptera: Reduviidae) Throughout the Bolivian Chaco. Am. J. Trop. Med. Hyg. 86, 455-458 (2012).",
331,10,2009,11,2009,Triatoma infestans,Triatoma,vector,17,0,0,Positive in genetic test,Bolivia,point,Y09,-20.17108,-63.02297,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Waleckx, E. et al. New Discoveries of Sylvatic Triatoma infestans (Hemiptera: Reduviidae) Throughout the Bolivian Chaco. Am. J. Trop. Med. Hyg. 86, 455-458 (2012).",
332,10,2009,11,2009,Triatoma infestans,Triatoma,vector,1,0,0,Positive in genetic test,Bolivia,point,GC03,-19.64842,-63.11281,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Waleckx, E. et al. New Discoveries of Sylvatic Triatoma infestans (Hemiptera: Reduviidae) Throughout the Bolivian Chaco. Am. J. Trop. Med. Hyg. 86, 455-458 (2012).",
333,10,2009,11,2009,Triatoma sordida,Triatoma,vector,1,0,0,Positive in genetic test,Bolivia,point,Y01,-21.84739,-63.24767,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Waleckx, E. et al. New Discoveries of Sylvatic Triatoma infestans (Hemiptera: Reduviidae) Throughout the Bolivian Chaco. Am. J. Trop. Med. Hyg. 86, 455-458 (2012).",
334,10,2009,11,2009,Triatoma sordida,Triatoma,vector,4,0,0,Positive in genetic test,Bolivia,point,GC02,-21.37694,-63.35967,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Waleckx, E. et al. New Discoveries of Sylvatic Triatoma infestans (Hemiptera: Reduviidae) Throughout the Bolivian Chaco. Am. J. Trop. Med. Hyg. 86, 455-458 (2012).",
335,10,2009,11,2009,Triatoma sordida,Triatoma,vector,2,0,0,Positive in genetic test,Bolivia,point,Y04,-21.17611,-63.38486,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Waleckx, E. et al. New Discoveries of Sylvatic Triatoma infestans (Hemiptera: Reduviidae) Throughout the Bolivian Chaco. Am. J. Trop. Med. Hyg. 86, 455-458 (2012).",
336,10,2009,11,2009,Triatoma sordida,Triatoma,vector,1,0,0,Positive in genetic test,Bolivia,point,Y02,-21.15703,-63.37519,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Waleckx, E. et al. New Discoveries of Sylvatic Triatoma infestans (Hemiptera: Reduviidae) Throughout the Bolivian Chaco. Am. J. Trop. Med. Hyg. 86, 455-458 (2012).",
337,10,2009,11,2009,Triatoma sordida,Triatoma,vector,2,0,0,Positive in genetic test,Bolivia,point,Y07,-20.25189,-62.96292,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Waleckx, E. et al. New Discoveries of Sylvatic Triatoma infestans (Hemiptera: Reduviidae) Throughout the Bolivian Chaco. Am. J. Trop. Med. Hyg. 86, 455-458 (2012).",
338,10,2009,11,2009,Triatoma sordida,Triatoma,vector,1,0,0,Positive in genetic test,Bolivia,point,Y09,-20.17108,-63.02297,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Waleckx, E. et al. New Discoveries of Sylvatic Triatoma infestans (Hemiptera: Reduviidae) Throughout the Bolivian Chaco. Am. J. Trop. Med. Hyg. 86, 455-458 (2012).",
339,10,2009,11,2009,Triatoma sordida,Triatoma,vector,5,0,0,Positive in genetic test,Bolivia,point,GC03,-19.64842,-63.11281,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Waleckx, E. et al. New Discoveries of Sylvatic Triatoma infestans (Hemiptera: Reduviidae) Throughout the Bolivian Chaco. Am. J. Trop. Med. Hyg. 86, 455-458 (2012).",
340,10,2009,11,2009,Triatoma sordida,Triatoma,vector,1,1,1,Positive in genetic test,Bolivia,point,GC05,-17.94,-62.08502,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Waleckx, E. et al. New Discoveries of Sylvatic Triatoma infestans (Hemiptera: Reduviidae) Throughout the Bolivian Chaco. Am. J. Trop. Med. Hyg. 86, 455-458 (2012).",
341,10,2009,11,2009,Panstrongylus geniculatus,Panstrongylus,vector,2,0,0,Positive in genetic test,Bolivia,point,GC05,-17.94,-62.08502,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Waleckx, E. et al. New Discoveries of Sylvatic Triatoma infestans (Hemiptera: Reduviidae) Throughout the Bolivian Chaco. Am. J. Trop. Med. Hyg. 86, 455-458 (2012).",
