ID,Start_month,Start_year,End_month,End_year,Host,Community,Lower_age,Upper_age,N_occurrence,Acute infection,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Admin2_1,Admin1_1,Publication_year,Source_1,Source_2
17872,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Wanderlandia,,,,11837,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17873,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Ze Doca,,,,7667,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
16807,,2002,,2002,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Ahuachapan,,,,,1184,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16834,,2003,,2003,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Sonsonate,,,,,1196,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16844,,2000,,2000,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Chalatenango,,,,,1186,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16845,,2001,,2001,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Chalatenango,,,,,1186,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16846,,2002,,2002,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Chalatenango,,,,,1186,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16847,,2003,,2003,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Chalatenango,,,,,1186,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16848,,2004,,2004,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Chalatenango,,,,,1186,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16853,,2009,,2009,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Chalatenango,,,,,1186,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16854,,2010,,2010,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Chalatenango,,,,,1186,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16855,,2011,,2011,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Chalatenango,,,,,1186,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16856,,2012,,2012,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Chalatenango,,,,,1186,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16860,,2003,,2003,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Libertad,,,,,1188,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16865,,2008,,2008,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Libertad,,,,,1188,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16867,,2010,,2010,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Libertad,,,,,1188,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16880,,2010,,2010,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,San Salvador,,,,,1193,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16881,,2011,,2011,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,San Salvador,,,,,1193,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16883,,2000,,2000,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Cuscatlan,,,,,1187,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16885,,2002,,2002,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Cuscatlan,,,,,1187,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16886,,2003,,2003,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Cuscatlan,,,,,1187,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16887,,2004,,2004,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Cuscatlan,,,,,1187,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16894,,2011,,2011,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Cuscatlan,,,,,1187,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16896,,2000,,2000,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Paz,,,,,1189,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16897,,2001,,2001,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Paz,,,,,1189,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16898,,2002,,2002,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Paz,,,,,1189,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16899,,2003,,2003,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Paz,,,,,1189,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16900,,2004,,2004,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Paz,,,,,1189,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16902,,2006,,2006,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Paz,,,,,1189,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16903,,2007,,2007,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Paz,,,,,1189,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16906,,2010,,2010,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Paz,,,,,1189,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16907,,2011,,2011,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Paz,,,,,1189,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16908,,2012,,2012,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Paz,,,,,1189,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16909,,2000,,2000,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,San Vicente,,,,,1194,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16910,,2001,,2001,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,San Vicente,,,,,1194,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16912,,2003,,2003,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,San Vicente,,,,,1194,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16914,,2005,,2005,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,San Vicente,,,,,1194,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16915,,2006,,2006,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,San Vicente,,,,,1194,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16916,,2007,,2007,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,San Vicente,,,,,1194,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16918,,2009,,2009,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,San Vicente,,,,,1194,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16919,,2010,,2010,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,San Vicente,,,,,1194,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16920,,2011,,2011,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,San Vicente,,,,,1194,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16921,,2012,,2012,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,San Vicente,,,,,1194,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16922,,2000,,2000,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Cabanas,,,,,1185,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16923,,2001,,2001,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Cabanas,,,,,1185,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16925,,2003,,2003,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Cabanas,,,,,1185,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16926,,2004,,2004,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Cabanas,,,,,1185,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16932,,2010,,2010,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Cabanas,,,,,1185,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16933,,2011,,2011,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Cabanas,,,,,1185,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16934,,2012,,2012,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Cabanas,,,,,1185,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16935,,2000,,2000,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Usulutan,,,,,1197,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16936,,2001,,2001,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Usulutan,,,,,1197,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16937,,2002,,2002,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Usulutan,,,,,1197,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16938,,2003,,2003,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Usulutan,,,,,1197,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16942,,2007,,2007,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Usulutan,,,,,1197,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16947,,2012,,2012,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Usulutan,,,,,1197,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16948,,2000,,2000,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,San Miguel,,,,,1192,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16949,,2001,,2001,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,San Miguel,,,,,1192,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16951,,2003,,2003,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,San Miguel,,,,,1192,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16952,,2004,,2004,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,San Miguel,,,,,1192,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16961,,2000,,2000,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Morazan,,,,,1191,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16962,,2001,,2001,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Morazan,,,,,1191,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16963,,2002,,2002,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Morazan,,,,,1191,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16964,,2003,,2003,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Morazan,,,,,1191,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16966,,2005,,2005,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Morazan,,,,,1191,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16967,,2006,,2006,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Morazan,,,,,1191,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16969,,2008,,2008,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Morazan,,,,,1191,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16971,,2010,,2010,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Morazan,,,,,1191,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16972,,2011,,2011,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Morazan,,,,,1191,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16973,,2012,,2012,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,Morazan,,,,,1191,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16974,,2000,,2000,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Union,,,,,1190,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16975,,2001,,2001,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Union,,,,,1190,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16976,,2002,,2002,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Union,,,,,1190,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16977,,2003,,2003,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Union,,,,,1190,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16980,,2006,,2006,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Union,,,,,1190,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16983,,2009,,2009,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Union,,,,,1190,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16984,,2010,,2010,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Union,,,,,1190,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16985,,2011,,2011,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Union,,,,,1190,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
16986,,2012,,2012,Homo sapiens,,0,99,,0,Direct examination,El Salvador,polygon,La Union,,,,,1190,2014,"Sasagawa, E. et al. Acute Chagas disease in El Salvador 2000-2012-Need for surveillance and control. Mem. Inst. Oswaldo Cruz 109, 256-258 (2014).",
