"Disease","Pathogen","DataType","Country","Year","Longitude","Latitude","Admin_name","DiagnosticMetric","NumCases","IfPolygon_AdminLevel","ADMcode","ADMSource","Source","CasesMetric","SourceType"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2012,-51.0467775448916,-29.6716471105264,"Campo Bom","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_10217","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2011,-54.9594404034953,-15.3457233278155,"Campo Verde","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_7766","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2012,-60.5413244465683,2.27323909842768,"Canta","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_10675","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2007,-47.1114656910033,-1.14435897346057,"Capanema","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8757","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2009,-47.1114656910033,-1.14435897346057,"Capanema","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8757","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2013,-47.1114656910033,-1.14435897346057,"Capanema","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8757","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2008,-47.2333056310217,-2.01076156475941,"Capitao Poco","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8758","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2012,-47.2333056310217,-2.01076156475941,"Capitao Poco","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8758","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2010,-67.3364659791233,-5.11838666992523,"Carauari","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_6488","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2013,-67.3364659791233,-5.11838666992523,"Carauari","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_6488","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2013,-37.5838595979899,-5.76843322681372,"Caraubas","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_10011","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2007,-47.8775818129716,-1.26813123542607,"Castanhal","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8759","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2009,-47.8775818129716,-1.26813123542607,"Castanhal","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8759","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2010,-47.8775818129716,-1.26813123542607,"Castanhal","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8759","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2011,-47.8775818129716,-1.26813123542607,"Castanhal","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8759","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2013,-47.8775818129716,-1.26813123542607,"Castanhal","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8759","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2010,-49.8414261075445,-24.7987865584778,"Castro","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_9159","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2010,-47.6957099610829,-13.6346375930025,"Cavalcante","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_7268","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2011,-43.296723354534,-4.87164062686688,"Caxias","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_7502","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2007,-64.1393461881751,-4.43893032300305,"Coari","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_6491","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2009,-64.1393461881751,-4.43893032300305,"Coari","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_6491","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2010,-64.1393461881751,-4.43893032300305,"Coari","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_6491","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2009,-43.1115904288208,-4.24835175288884,"Coelho Neto","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_7510","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2011,-48.2276880689087,-0.924604112544329,"Colares","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8761","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2013,-55.467345746844,-10.6179820346062,"Colider","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_7775","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2013,-49.1766589694534,-25.3154552764827,"Colombo","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_9168","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2010,-49.512191894658,-8.18204768896006,"Conceicao do Araguaia","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8762","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2008,-47.9737827287086,-1.88305094960469,"Concordia Do Para","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8763","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2009,-47.9737827287086,-1.88305094960469,"Concordia Do Para","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8763","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2012,-47.9737827287086,-1.88305094960469,"Concordia Do Para","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8763","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2007,-49.9880001207874,-1.58435577718106,"Curralinho","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8766","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2008,-49.9880001207874,-1.58435577718106,"Curralinho","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8766","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2009,-49.9880001207874,-1.58435577718106,"Curralinho","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8766","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2011,-49.9880001207874,-1.58435577718106,"Curralinho","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8766","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2013,-70.2756810230633,-7.0637589131324,"Eirunepe","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_6493","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2008,-48.5426333627682,-5.3219002803951,"Esperantina","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_11749","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2011,-60.7841229726477,-11.3519019583974,"Espigao D'oeste","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_10637","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2013,-51.1763837102514,-29.851030169829,"Esteio","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_10296","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2009,-70.8311407192602,-9.03558668266173,"Feijo","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_6340","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2010,-70.8311407192602,-9.03558668266173,"Feijo","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_6340","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2013,-70.8311407192602,-9.03558668266173,"Feijo","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_6340","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2009,-47.0902617428371,-2.20075192423736,"Garrafao do Norte","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8773","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2007,-49.0060487727524,-4.03284417039749,"Goianesia do Para","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8774","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2009,-46.4315340328873,-13.8897467334827,"Guarani de Goias","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_7308","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2011,-46.4315340328873,-13.8897467334827,"Guarani de Goias","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_7308","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2012,-40.5476130466185,-20.5806658001093,"Guarapari","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_7159","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2008,-51.557280794874,-1.15749066694628,"Gurupa","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8775","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2009,-51.557280794874,-1.15749066694628,"Gurupa","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8775","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2009,-37.596458879258,-8.5926466007734,"Ibimirim","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_9561","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2008,-43.8587305423204,-2.66283247429542,"Icatu","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_7537","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
