Location_ID,Author_Year,Ref_Number,Year_MAYV_Start,Year_MAYV_End,Host_Type,Location_Description,Adm0,Adm1,Adm2,GAUL_code,Finer_Res,Location_Type,Admin_Level,X_Coord,Y_Coord,Coord_Source,Uncertainty_km,Uncertainty_Description,Diagnostic_Test,Positive_n,Denominator,Qual_score,Language
P_33,"Anderson, 1957",PMID: 13487973,1954,1954,Human,"Article states that, ""the first case of the disease in a human being was seen in the Cat's Hill region of Mayaro County in southeastern Trinidad...a worker in the forest at Cat's Hill"". This location was identified on GeoNames.",Trinidad,Mayaro/Rio Claro,N/A,N/A,Cat's Hill,Point,-999,-61.21251,10.18901,GeoNames,5,Half the distance to the nearest named place (Fonrose),Viral culture,1 isolate,N/A,10,E
P_34,"Anderson, 1957",PMID: 13487973,1954,1954,Human,"Article states that MAYV was isolated from a ""female resident of San Juan, an urban area near Port-of-Spain"". This location was identified on GeoNames.",Trinidad,San Juan/Laventille,N/A,N/A,San Juan,Point,-999,-61.44566,10.6579,GeoNames,4.5,Measured from coordinates to the furthest point in the city,Viral culture,1 isolate,N/A,10,E
P_35,"Anderson, 1957",PMID: 13487973,1954,1954,Human,"Article states that MAYV was isolated from a ""male forest worker from Moruga"". This location was identified on GeoNames.",Trinidad,Princes Town,N/A,N/A,Moruga,Point,-999,-61.28585,10.11173,GeoNames,1,Half the distance to the nearest named place (Basse Terra),Viral culture,1 isolate,N/A,10,E
P_36,"Jonkers, 1964",PMID: 14187891,1960,1960,Human,Marienburg is described as a small township on the Commewijne River. We georeferenced this town as a point location using the coordinates provided on GoogleMaps. ,Suriname,Commewijne,Alkmaar,N/A,Marienburg,Point,-999,-55.049325,5.845621,GoogleMaps (I took the centroid of the city because the GeoNames coordinates fell outside of the city),5,Measured from coordinates to the furthest point in the town,HI; NT,4 positive by HI and NT,26,9,E
P_37,"Jonkers, 1964",PMID: 14187891,1960,1960,Human,"The article states that MAYV was detected in the town of Affobakka, described as a ""small settlement…situated on the banks of the upper Suriname river"". We were able to identify this location on GeoNames.",Suriname,Brokopondo,Centrum,N/A,Affobakka,Point,-999,-54.99851,4.99383,GeoNames,1.75,Half the distance to nearest named place (Brokopondo),HI; NT,30 positive by HI and NT,40,9,E
P_38,"Jonkers, 1964",PMID: 14187891,1960,1960,Human,"The article states that MAYV was detected in the town of Matta, ""Situated near the junction of rain forest and savannah on the Sacramacca River"". We were able to identify this location on GeoNames.",Suriname,Para,Zuid,N/A,Matta,Point,-999,-55.32681,5.44971,GeoNames,1,Half the distance to nearest named place,HI; NT,24 positive by HI and NT,56,9,E
P_39,"Jonkers, 1964",PMID: 14187891,1960,1960,Human,"The article states that MAYV was detected in the town of Albina, described as a ""river community either in or bordering on rain forest"". Albina is an ADM2 unit as well as a small town. We decided to georeference the town of Albina based on the description provided and the map in the article. This town is not available on GeoNames so we georeferenced it using GoogleMaps.",Suriname,Marowijne,Albina,N/A,Albina,Point,-999,-54.059601,5.502966,GoogleMaps,4,Measured from coordinates to the furthest point in the city,HI; NT,14 positive by HI and NT,29,9,E
P_40,"Jonkers, 1964",PMID: 14187891,1960,1960,Human,"The article states that MAYV was detected in Kabel was a ""small settlement...situated on the banks of the upper Suriname river."" We identified a location called ""Kabelstation"" on GoogleMaps that aligns with the map provided in the article. The GoogleMaps coordinates fall in a body of water, so we moved them slightly inland.",Suriname,Brokopondo,Sarakreek,N/A,Kabel,Point,-999,-55.147929,4.917337,"Found Kabelstation on GoogleMaps, moved coordinates out of water onto land",5,Half the distance to nearest named place (Brownsweg),HI; NT,18 positive by HI and NT,24,9,E
P_41,"Abad-French, 2012",PMID: 23071852,2007,2007,Human,"Coordinates are provided in article. The authors state that, ""The settlement (N=583 inhabitants in 158 households within a terra firme rain forest matrix) is located 150 km north of Manaus (1d48'S; 60d19'W) and consists of two village-like household clusters""",Brazil,Amazonas,Presidente Figueiredo,N/A,N/A,Point,-999,-60.3166667,-1.8,Provided by article,5,"Georeferencing calculator: coordinates only, degrees minutes seconds, coordinate source unknown (Gazeteer entered), datum not recorded, nearest minute precision, measurement error unknown, distance units M",EIA-ICC ,119,270,11,E
P_42,"Black, 1974",PMID: 4370011,1966,1970,Human,"The study took place in the Tiriyo tribal territory.  The territory was identified and georeferenced using GoogleMaps (spelled as Tirios on GoogleMaps), and this location was confirmed by comparing the map provided in the article (page 233) to the GoogleMaps coordinates. ",Brazil,Para,Oriximina,N/A,Tiriyo (Tirios on GoogleMaps),Point,-999,-55.960019,2.22281,GoogleMaps (centroid of territory),1,Half distance to nearest names place (Base das Canoas),HI ,47%,178,9,E
P_43,"Madalengoitia, 1973",Available at: https://iris.paho.org/handle/10665.2/11677,1965,1965,Human,The article states that MAYV was detected in the city of Tingo Maria in the Department of Huanuco. We identified this location using GeoNames.,Peru,Huanuco,Leoncio Prado,N/A,Tingo Maria,Point,-999,-75.9957,-9.2953,GeoNames,3,Half the distance to the nearest named place (Naranjillo),HI  ,N/A,175,9,E
P_44,"de Souza Costa, 2019",PMID: 30552880,2015,2016,Human,"The authors collected serum samples from patients with acute febrile illness from health units of 31 cities of Mato Grosso. According to Table 1, all patients with MAYV are from an urban area. Therefore, we decided to georeference the city of Peixoto de Azevedo as a point location. The uncertainty, which is 3km, includes all communities directly outside of perceived city limits",Brazil,Mato Grosso,Peixoto de Azevedo,N/A,Peixoto de Azevedo,Point,-999,-54.990405,-10.243355,GoogleMaps (I took the centroid of the city because the GeoNames coordinates fell outside of the city),3,Distance from coordinates to furthest point in the city,RT-PCR; Viral culture,3,N/A,12,E
P_45,"de Souza Costa, 2019",PMID: 30552880,2015,2016,Human,"The authors collected serum samples from patients with acute febrile illness from health units of 31 cities of Mato Grosso. According to Table 1, all patients with MAYV are from an urban area. Therefore, we decided to georeference the city of Tapurah as a point location. The uncertainty, which is 3km, includes all communities directly outside of perceived city limits",Brazil,Mato Grosso,Tapurah,N/A,Tapurah,Point,-999,-56.512636,-12.738369,GoogleMaps (I took the centroid of the city because the GeoNames coordinates fell outside of the city),3,Distance from coordinates to furthest point in the city,RT-PCR; Viral culture,1,5,12,E
P_46,"Jonkers, 1965",PMID: 14270458,1961,1961,Human,"The article describes a patient from Barrancas with MAYV, and notes that this locality is situated ""in the southeastern part of the state on a high bluff of the north bank of the Orinoco"". We were able to find this location on GeoNames.",Venezuela,Monagas,Maturin,N/A,Barrancas,Point,-999,-62.19656,8.6989,GeoNames,3,Distance from coordinates to furthest point in the city,HI; NT,1 positive by HI and NT,11,10,E
P_47,"Jonkers, 1965",PMID: 14270458,1961,1961,Human,"The article describes a patient from Corozal with MAYV, and notes that this locality is situated ""in the southeastern part of the state"". We were able to find this location on GeoNames.",Venezuela,Monagas,Libertador,N/A,Corozal,Point,-999,-62.36681,9.13434,GeoNames,5,Half the distance to nearest named place (Puerto Amador),HI; NT,1 positive by HI and NT,2,10,E
P_48,Boletin Epidemiologico No 43 - 2018,Available at: http://www.diresacusco.gob.pe/inteligencia/epidemiologia/boletines/2018/43-2018.pdf,2018,2018,Human,MAYV cases were detected in the communities of Santusaires; Alto San Martin; Pareato; Alto Chirumbia; Tinkuri; Lampachaca; Santa Maria; Pampa Esperanza. A map of these communities is presented on page 12.  The location was identified on GoogleMaps and the centroid of the communities was estimated. All communities fall within a 5x5km area.,Peru,Cusco,La Convencion,N/A,Santusaires; Alto San Martin; pareato; Alto Chirumbia; Tinkuri; Lampachaca; Santa Maria; Pampa Esperanza,Point,-999,-72.56913,-12.58188,GeoNames,5,"The location in the map on page 12 was identified using GoogleMaps, and uncertainty was estimated by measuring the distance from the centroid to the boundary of the villages",ELISA; RT-PCR,29 confirmed by ELISA and 3 by RT-PCR,N/A,12,S
P_50,GenBank,GenBank: KY618140,2012,2012,Human,Coordinates provided,Brazil,Para,Barcarena,N/A,N/A,Point,-999,-48.6386,-1.5314,GenBank: KY618140,3.5,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest .0001 degree precision, measurement error unknown, distance units M",Viral culture,1 isolate,N/A,3,E
P_51,GenBank,GenBank: KY618134,1991,1991,Human,Coordinates provided,Brazil,Goias,Goiania,N/A,N/A,Point,-999,-49.3063,-16.6603,GenBank: KY618134,3.5,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest .0001 degree precision, measurement error unknown, distance units M",Viral culture,1 isolate,N/A,3,E
P_52,GenBank,GenBank: KY618137,2008,2008,Human,Coordinates provided,Brazil,Para,Belem,N/A,N/A,Point,-999,-48.4553,-1.3597,GenBank: KY618137,3.5,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest .0001 degree precision, measurement error unknown, distance units M",Viral culture,1 isolate,N/A,3,E
P_53,GenBank,GenBank: KY618129 ,1991,1991,Arthropod,Coordinates provided,Brazil,Para,Benevides,N/A,N/A,Point,-999,-48.2433,-1.361,GenBank,3.6,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest .001 degree precision, measurement error unknown, distance units M",Viral culture,1 isolate,N/A,3,E
P_54,GenBank,GenBank: KY618132,1981,1981,Human,Coordinates provided,Brazil,Para,Conceição do Araguaia,N/A,N/A,Point,-999,-49.4656,-8.147,GenBank: KY618132,3.5,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest .0001 degree precision, measurement error unknown, distance units M",Viral culture,1 isolate,N/A,3,E
P_55,GenBank,GenBank: KY618139,2009,2009,Human,Coordinates provided,Brazil,Para,Parauapebas,N/A,N/A,Point,-999,-49.8976,-6.0754,GenBank: KY618139,3.5,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest .0001 degree precision, measurement error unknown, distance units M",Viral culture,1 isolate,N/A,3,E
P_56,GenBank,GenBank: KY618133,1988,1988,Human,Coordinates provided,Brazil,Para,Santarem,N/A,N/A,Point,-999,-54.7312,-2.4991,GenBank: KY618133,3.2,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest .0001 degree precision, measurement error unknown, distance units M",Viral culture,1 isolate,N/A,3,E
P_57,"Galindo, 1983",Available at: https://www.revistamedica.org/index.php/rmdp/article/view/1277,1972,1979,Arthropod,"Mosquitoes with MAYV were detected at Maje Island. I identified and georeferened this location on GoogleMaps, and verified the coordinates using the map provided in the article on page 94.",Panama,Panama,Chepo,N/A,Maje Island,Point,-999,-78.83549,9.13757,GeoNames,3.5,Half the distance to the nearest named place (Bayano Adventure),Viral culture,3 isolates,N/A,10,S
P_58,Zuchi 2014,PMID: 25141284,2012,2012,Human,"The article states that patients in the study sought medical attention at health-care facilities in 20 Mato Grosso municipalities. According to Fig. 1, all patients with MAYV described themselves as urban residents, without a recent history of travel or access to rural or sylvatic areas. The city of origin of patients with MAYV is presented in the table. Therefore, we decided to georeference the city of Nossa Senhora do Livramento as a point location. The uncertainty includes the city boundaries as well as the community areas directly outside the city limits.",Brazil,Mato Grosso ,Nossa Senhora do Livramento,N/A,Nossa Senhora do Livramento,Point,-999,-56.34556,-15.775,GeoNames,3,Distance from coordinates to furthest point in the city,RT-PCR,1,2,11,E
P_59,Schaeffer 1959,PMID: 13661542,1955,1955,Human,"The study was conducted in the ""Uruma colony"", in the Province of Nuflo de Chavez, ""6 km east of the Rio Grande on the right bank of the river, and 37 km north of Puerto Pailas"" and ""some 60 airline km northeast of Santa Cruz"". We identified and georeferenced this community using GeoNames.",Bolivia,Santa Cruz,Nuflo de Chavez,N/A,Uruma colony,Point,-999,-62.68333,-17.46667,GeoNames,3.5,Half the distance to nearest named place (Colegio 26),HI; Viral culture,192 cases of Uruma virus (now considered a strain of MAYV); 1 case was isolated,403,12,E
P_60,"Baia, 2017",Available at: https://patua.iec.gov.br/handle/iec/3184,2015,2015,Human,"The article states that the study took place in the community of Expedito Ribeiro, municipality of Santa Bárbara do Pará. A map of the study site is provided on page 30. The community was identified and georeferenced using GoogleMaps, and this location was confirmed by comparing the map provided in the article to the GoogleMaps coordinates.",Brazil,Para,Santa Barbara do Para,N/A,Expedito Ribeiro community,Point,-999,-48.266471,-1.209856,GoogleMaps,2,Half the distance to nearest named place (Santa Barbara),HI; ELISA ,1 positive by IgM ELISA ,129,11,P
P_61,"Gonzalez-Escobar, 2021",PMID: 33645470,2014,2014,Human,Coordinates provided in Table 2,Trinidad,San Juan/Laventille,N/A,N/A,San Juan,Point,-999,-61.4497222,10.6497222,Provided in article,3,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest second precision, measurement error unknown, distance units M",RT-PCR,1,65 overall (unsure how many per location),12,E
P_62,"Gonzalez-Escobar, 2021",PMID: 33645470,2014,2014,Human,Coordinates provided in Table 2,Trinidad,Diego Martin,N/A,N/A,Diego Martin,Point,-999,-61.5341667,10.7005556,Provided in article,3,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest second precision, measurement error unknown, distance units M",RT-PCR,1,65 overall (unsure how many per location),12,E
P_63 ,"Gonzalez-Escobar, 2021",PMID: 33645470,2014,2014,Human,Coordinates provided in Table 2,Trinidad,San Juan/Laventille,N/A,N/A,Barataria,Point,-999,-61.4663889,10.6497222,Provided in article,3,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest second precision, measurement error unknown, distance units M",RT-PCR,1,65 overall (unsure how many per location),12,E
P_64,"Gonzalez-Escobar, 2021",PMID: 33645470,2014,2014,Human,Coordinates provided in Table 2,Trinidad,San Fernando,N/A,N/A,San Fernando,Point,-999,-61.4502778,10.2811111,Provided in article,3,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest second precision, measurement error unknown, distance units M",RT-PCR,1,65 overall (unsure how many per location),12,E
P_65,"Groot, 1964",DOI: dx.doi.org/10.18257/raccefyn.565,1956,1961,Human,See Table 2 on page 210 for locations of MAYV infections. We identified the community of Amanaven on GeoNames. The GeoNames coordinates fell in the river so we moved them ~1000m inland.,Colombia,Vichada,Vichada,N/A,Amanaven,Point,-999,-67.742151,4.09577,GeoNames coordinates fell in the Rio Orinoco. I moved the coordinates ~1000m inland.,4,Half the distance to nearest names place (Totumal),NT,3,5,9,S
P_66,"Tavares-Neto, 1986",PMID: 3613976,1984,1984,Human,"The article states that MAYV was detected in residents of the rural zone of the village of Corte de Pedra, Valença, Bahia. We identified and georeferenced this village using GeoNames.",Brazil,Bahia,Presidente Tancredo Neves ,N/A,Corte de Pedra,Point,-999,-39.45061,-13.51116,GeoNames,1,Half the distance to nearest named place (Buris dos Lopes),HI; NT,1,288,12,P
P_67,Neel 1968,DOI: 10.4269/ajtmh.1968.17.486,1963,1964,Human,"MAYV was detected in residents of two villages, one ""near the Simoes Lopes Post of the Indians Protective Service and the other near the Salesian Mission of Sao Marcos, both in Mato Grosso."" We identified and georeferenced Simoes Lopes as a point location using GoogleMaps",Brazil,Mato Grosso,Paranatinga,N/A,Simoes Lopes,Point,-999,-54.6789,-14.3162,GoogleMaps,4,half distance to nearest named place (Bakairi),HI,31,155,8,E
P_68,"Prias-Landinez, 1970",Available at: https://iris.paho.org/handle/10665.2/14510,1966,1966,Human,"The article states that the study took place in Araracuara, Colombia. We identified and georeferenced this community using GeoNames. ",Colombia,Caqueta,Solano,N/A,Araracuara ,Point,-999,-72.38917,-0.60698,GeoNames,1,half distance to nearest named place (Puerto Santander),HI ,59 positive out of 134 (among indigenous) and 17 positive out of 262 (non-indigenous),134 (indigenous); 262 (non-indigenous),9,S
P_69,ProMED,Archive no: 20161128.4658296,2016,2016,Human,"This news report states that one sample initially collected in the city of Tefé was positive for Mayaro. In 2016, 685 samples were collected from patients presenting with acute febrile symptoms and 5 gave positive Mayaro results. Based on this information, we decided to georeference the city of Tefe.",Brazil,Amazonas,Tefe,N/A,Tefe (city),Point,-999,-64.72054,-3.36841,GeoNames,4.25,Distance from coordinates to edge of city,N/A,5,685,0,E
P_70,"Gonzalez-Escobar, 2021",PMID: 33645470,2014,2014,Human,Coordinates provided in Table 2,Tobago,Tobago,N/A,N/A,The Whim,Point,-999,-60.75,11.2,Provided in article,3,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest second precision, measurement error unknown, distance units M",RT-PCR,1,65 overall (unsure how many per location),12,E
P_71,"Gonzalez-Escobar, 2021",PMID: 33645470,2014,2014,Human,Coordinates provided in Table 2,Tobago,Tobago,N/A,N/A,Patience Hill,Point,-999,-60.7666667,11.1833333,Provided in article,3,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest second precision, measurement error unknown, distance units M",RT-PCR,1,65 overall (unsure how many per location),12,E
P_72,"Gonzalez-Escobar, 2021",PMID: 33645470,2014,2014,Human,Coordinates provided in Table 2,Trinidad,San Juan/Laventille,N/A,N/A,Las Cuevas,Point,-999,-61.3833333,10.7833333,Provided in article,3,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest second precision, measurement error unknown, distance units M",RT-PCR,1,65 overall (unsure how many per location),12,E
P_73,"Gonzalez-Escobar, 2021",PMID: 33645470,2014,2014,Human,"Coordinates provided in Table 2. The authors provided the same coordinates for this location and for the community of Barataria. Therefore, we decided to use the coordinates for Morvant provided on GeoNames.",Trinidad,San Juan/Laventille,N/A,N/A,Morvant,Point,-999,-61.47639,10.66297,GeoNames,1.5,Half the distance to the nearest named place (Belmont),RT-PCR,1,65 overall (unsure how many per location),12,E
P_74,"Perez, 2019",PMID: 31571566,2007,2008,Animal,"The article states that the study was conducted in Nueva Esperanza (S 04°19.53, W 71°57.33), 302 km northeast from Iquitos and Sol Naciente (S 03°38.26, W 73°12.57), a community located 26 km from Iquitos. We georeferenced this community using the coordinates provided by the authors.",Peru,Loreto,Maynas,N/A,Sol Naciente,Point,-999,-73.2095,-3.6376667,Provided in article,1,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest .01 minute precision, measurement error unknown, distance units M",NT,16 overall between both study sites,90 overall between both study sites,10,E
P_75,"Perez, 2019",PMID: 31571566,2007,2008,Animal,"The article states that the study was conducted in Nueva Esperanza (S 04°19.53, W 71°57.33), 302 km northeast from Iquitos and Sol Naciente (S 03°38.26, W 73°12.57), a community located 26 km from Iquitos. We georeferenced this community using the coordinates provided by the authors.",Peru,Loreto,Mariscal RamonCastilla,N/A,Nueva Esperanza,Point,-999,-71.9558328,-4.3255493,"Coordinates provided in article fell in the river, so I moved the coordinates on land",1,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest .01 minute precision, measurement error unknown, distance units M",NT,16 overall between both study sites,90 overall between both study sites,10,E
P_76,"Seymour, 1983",PMID: 6309027,1974,1976,Animal,"The article states that sloths with MAYV were captured in at Maje, Panama. We identified and georeferenced this location using GeoNames, and verified the georeference by comparing these coordinates to the map that is included in the article.",Panama,Panama,Chiman,N/A,Maje,Point,-999,-78.55152,8.74265,GeoNames,1,Half the distance to nearest named place (Boca de Chucanti),NT,6,304,10,E
P_77,"Batista, 2012",PMID: 22534986,2010,2010,Animal,"Articles states that the study took place in, ""The City of Bonito is located in Serra da Bodoquena in the southwest of the state...From the 35 serum samples collected in Bonito, 17 (48.5%) showed evidence of antibodies for arboviruses, with 4 (11.4%) positive for Alphavirus and 5 (14.2%) positive for Flavivirus. Monotypic reactions were observed for MAYV (n = 10)""",Brazil,Mato Grosso do Sul,Bonito,N/A,Bonito ,Point,-999,-56.4819444,-21.1211111,Provided in article,1,Measured from coordinates to the furthest point in the city,HI,10,65,9,E
P_78,"Srihongse, 1974",DOI: doi.org/10.1093/milmed/139.6.449,1967,1967,Animal,"The article states that MAYV was detected in the Santa Fe camp on the Rio Sabana. We identified and georeferenced this location using GeoNames, and verified the georeference by comparing the coordinates to the map provided in the article.",Panama,Darien,Chepigana,N/A,Santa Fe ,Point,-999,-78.15398,8.68507,GeoNames,1,Half the distance to the nearest named place (Carrizal),HI,2,2113,9,E
P_79,"Groot, 1964",DOI: dx.doi.org/10.18257/raccefyn.565,1957,1957,Animal,Locations provided in Tables 27-28 on page 21. We identified the community of Peroles on GeoNames.,Colombia,Santander,Barrancabermeja,N/A,Peroles,Point,-999,-73.67342,7.01124,GeoNames,0.5,Half the distance to nearest named place (Buenos Aires),HI,1,5,11,S
P_80,"Araujo, 2004",No longer available,2003,2003,Animal,"Article states that the study took place in the ​​Salina Diamante Branco, Galinhos located between coordinates 05d05'26""S and 36d16'31""W. The Salina Diamente Branco was identified and georeferenced using GoogleMaps.",Brazil,Rio Grande do Norte,Galinhos,N/A, ​​Salina Diamante Branco,Point,-999,-36.239928,-5.114326,GoogleMaps,2.5,Half the distance to the nearest named place (Galinhos),HI,5,N/A,10,P
P_81,GenBank,GenBank: KY618130,2011,2011,Arthropod,Coordinates provided,Brazil,Rio Grande do Sul,Mariana Pimentel,N/A,N/A,Point,-999,-51.6322,-30.1738,GenBank,3.5,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest .0001 degree precision, measurement error unknown, distance units M",Viral culture,1 isolate,N/A,3,E
P_82,GenBank,GenBank: KY618128,1978,1978,Arthropod,Coordinates provided,Brazil,Para,Santarem,N/A,N/A,Point,-999,-54.7312,-2.4991,GenBank,3.2,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest .0001 degree precision, measurement error unknown, distance units M",Viral culture,1 isolate,N/A,3,E
P_83,"Azevedo, 2009",PMID: 19891877,2008,2008,Arthropod,"Article states that the mosquitoes were captured at, ""the Pau D’arco settlement, 38 km from Belém, Para state, in the Brazilian Amazon...the municipality of Santa Barbara"". This settlement was identified and georeferenced using GoogleMaps.",Brazil,Para,Santa Bárbara do Pará,N/A,Pau D'arco Settlement,Point,-999,-48.276405,-1.248992,GoogleMaps,2.25,Distance from coordinates to boundary of settlement,Viral culture,1 isolate,49 pools,9,E
P_84,"Maia, 2019",PMID: 30776139,2017,2017,Arthropod,"Mosquitoes were collected at the Federal University of Mato Grosso (UFMT) campus, in the Central-East region of Cuiabá. We identified and georeferenced the campus using GoogleMaps.",Brazil,Mato Grosso,Cuiaba,N/A,Federal University of Mato Grosso campus,Point,-999,-56.06559,-15.610264,Coordinates of campus from GoogleMaps,1,Distance from coordinates to furthest point in the college,RT-PCR; Viral culture,2 positive pools,72 pools,12,E
P_85,"Ferreira, 2020",PMID: 32961364,2017,2018,Arthropod,See Table 1 for location of MAYV-positive mosquitoes. I located the Guanabara neighborhood on GoogleMaps and compared this with the map provided in the article for confirmation.,Brazil,Mato Grosso,Cáceres,N/A,Guanabara neighborhood,Point,-999,-57.664572,-16.091529,GoogleMaps,2,Distance from coordinates to edge of neighborhood,RT-PCR,1 pool,267 pools overall (unsure how many per location),12,E
P_86,"Ferreira, 2020",PMID: 32961364,2017,2018,Arthropod,See Table 1 for location of MAYV-positive mosquitoes. I located the 1 de Marco neighborhood on GoogleMaps and compared this with the map provided in the article for confirmation.,Brazil,Mato Grosso,Cuiaba,N/A,1 de Marco neighborhood,Point,-999,-56.03453,-15.5506,GoogleMaps,1,Distance from coordinates to edge of neighborhood,RT-PCR,1 pool,267 pools overall (unsure how many per location),12,E
P_87,"Ferreira, 2020",PMID: 32961364,2017,2018,Arthropod,See Table 1 for location of MAYV-positive mosquitoes. I located the Florianopolis neighborhood on GoogleMaps and compared this with the map provided in the article for confirmation.,Brazil,Mato Grosso,Cuiaba,N/A,Florianopolis neighborhood,Point,-999,-56.079765,-15.546508,GoogleMaps,1.5,Distance from coordinates to edge of neighborhood,RT-PCR,3 pools,267 pools overall (unsure how many per location),12,E
P_88,"Ferreira, 2020",PMID: 32961364,2017,2018,Arthropod,See Table 1 for location of MAYV-positive mosquitoes. I located the Santa Isabel neighborhood on GoogleMaps and compared this with the map provided in the article for confirmation.,Brazil,Mato Grosso,Cuiaba,N/A,Santa Isabel neighborhood,Point,-999,-56.132662,-15.601477,GoogleMaps,1,Distance from coordinates to edge of neighborhood,RT-PCR,1 pool,267 pools overall (unsure how many per location),12,E
P_89,"Ferreira, 2020",PMID: 32961364,2017,2018,Arthropod,See Table 1 for location of MAYV-positive mosquitoes. I located the Dom Aquino neighborhood on GoogleMaps and compared this with the map provided in the article for confirmation.,Brazil,Mato Grosso,Cuiaba,N/A,Dom Aquino neighborhood,Point,-999,-56.093404,-15.610986,GoogleMaps,1.5,Distance from coordinates to edge of neighborhood,RT-PCR,1 pool,267 pools overall (unsure how many per location),12,E
P_90,"Ferreira, 2020",PMID: 32961364,2017,2018,Arthropod,See Table 1 for location of MAYV-positive mosquitoes. I located the 3 Barras neighborhood on GoogleMaps and compared this with the map provided in the article for confirmation.,Brazil,Mato Grosso,Cuiaba,N/A,3 Barras neighborhood,Point,-999,-56.021637,-15.55485,GoogleMaps,1.7,Distance from coordinates to edge of neighborhood,RT-PCR,1 pool,267 pools overall (unsure how many per location),12,E
P_91,"Ferreira, 2020",PMID: 32961364,2017,2018,Arthropod,See Table 1 for location of MAYV-positive mosquitoes. I located the Dom Bosco neighborhood on GoogleMaps and compared this with the map provided in the article for confirmation.,Brazil,Mato Grosso,Rondonopolis,N/A,Dom Bosco neighborhood,Point,-999,-54.609156,-16.446209,GoogleMaps,0.5,Distance from coordinates to edge of neighborhood,RT-PCR,1 pool,267 pools overall (unsure how many per location),12,E
P_92,"Ferreira, 2020",PMID: 32961364,2017,2018,Arthropod,See Table 1 for location of MAYV-positive mosquitoes. I located the Jd Mamed neighborhood on GoogleMaps and compared this with the map provided in the article for confirmation.,Brazil,Mato Grosso,Rondonopolis,N/A,Jd Mamed neighborhood,Point,-999,-54.654283,-16.479526,GoogleMaps,0.5,Distance from coordinates to edge of neighborhood,RT-PCR,1 pool,267 pools overall (unsure how many per location),12,E
P_93,"Ferreira, 2020",PMID: 32961364,2017,2018,Arthropod,See Table 1 for location of MAYV-positive mosquitoes. I located the Jd Primaveras neighborhood on GoogleMaps and compared this with the map provided in the article for confirmation.,Brazil,Mato Grosso,Sinop,N/A,Jd Primaveras neighborhood,Point,-999,-55.495427,-11.836197,GoogleMaps,1.4,Distance from coordinates to the adjacent nieghborhood (Jardim das Orquideas),RT-PCR,2 pools,267 pools overall (unsure how many per location),12,E
P_94,"Hoze, 2020",PMID: 32503971,2017,2017,Human,"Locations described as municipalities, but no further information provided. Maps are available in the supplementary information showing point locations of the serosurveys. Confirmed with author (Hoze) that serosurveys were conducted in the towns/villages indicated by points on the map.  Talhuen and Twenke appear to be two seperate towns seperated by ~1km. We found the coordinates for Twenke and Talhuen and georeferenced the centroid between the two towns.",French Guiana,"	Saint-Laurent-du-Maroni",Maripasoula,N/A,Talhuen-Twenke,Point,-999,-54.0575,3.37975,GeoNames,1,Centroid between Talhuwen and Twenke. Uncertainty includes both towns,Microsphere-based multiplex immunoassay (MIA); 100 samples tested by microneutralization ,Estimted seroprevalence of 16.17 ,2697 overall (unsure how many per village),11,E
P_95,Davis 2009,Available at: https://www.arca.fiocruz.br/handle/icict/31059,2006,2007,Human,Coordinates and map of Rio Pardo provided on pg 26. ,Brazil,Amazonas,Presidente Figueiredo,N/A,Rio Pardo,Point,-999,-60.3174417,-1.8195806,Provided in article,3,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest .01 second precision, measurement error unknown, distance units M",ELISA,41.5% positive by ELISA,335,10,P
